Ticker,Forecast_Horizon_Days,Predicted_Close_Price,Confidence_%
LT,180,2615.81,48.88
LT,365,2635.67,39.37
LTF,30,113.77,0.0
LTF,180,113.04,0.0
LTF,365,112.74,0.0
LTIM,30,6615.1,52.26
LTIM,180,7202.63,65.11
LTIM,365,7357.97,61.3
LTTS,30,4099.07,72.51
LTTS,180,4033.85,71.59
LTTS,365,3962.51,78.87
LUPIN,30,1290.71,43.44
LUPIN,180,1308.33,52.13
LUPIN,365,1296.2,44.45
M&M,30,1166.1,0.0
M&M,180,1177.1,0.0
M&M,365,1188.48,0.0
M&MFIN,30,338.77,65.58
M&MFIN,180,337.83,72.88
M&MFIN,365,329.52,75.94
MAHABANK,30,27.83,24.57
MAHABANK,180,27.3,0.0
MAHABANK,365,26.29,0.0
MAHLIFE,30,347.37,55.78
MAHLIFE,180,350.09,58.51
MAHLIFE,365,359.85,33.12
MAHSEAMLES,30,676.52,72.49
MAHSEAMLES,180,701.65,63.82
MAHSEAMLES,365,723.18,63.65
MANAPPURAM,30,202.22,64.84
MANAPPURAM,180,201.08,56.17
MANAPPURAM,365,209.96,62.02
MANKIND,30,2210.32,19.59
MANKIND,180,2218.24,0.0
MANKIND,365,2210.22,0.0
MANYAVAR,30,1290.54,47.57
MANYAVAR,180,1311.16,55.69
MANYAVAR,365,1294.16,37.66
MARICO,30,713.11,61.52
MARICO,180,714.85,55.81
MARICO,365,749.64,66.26
MARUTI,30,10171.58,68.07
MARUTI,180,10608.68,75.63
MARUTI,365,10877.24,69.53
MASTEK,30,1749.3,25.92
MASTEK,180,1747.42,27.26
MASTEK,365,1800.61,38.92
MAXHEALTH,30,856.78,66.06
MAXHEALTH,180,931.06,68.78
MAXHEALTH,365,971.9,62.7
MAZDOCK,30,1887.73,76.57
MAZDOCK,180,1799.66,68.88
MAZDOCK,365,1717.87,52.24
MCX,30,2445.27,43.21
MCX,180,2455.59,42.57
MCX,365,2463.91,45.26
MEDANTA,30,999.74,0.0
MEDANTA,180,987.3,6.11
MEDANTA,365,995.23,0.0
METROBRAND,30,1184.41,58.36
METROBRAND,180,1178.59,45.95
METROBRAND,365,1203.09,58.05
METROPOLIS,30,2403.09,59.4
METROPOLIS,180,2515.81,62.33
METROPOLIS,365,2753.34,70.78
MFSL,30,1169.13,61.59
MFSL,180,1192.17,61.01
MFSL,365,1223.93,56.46
MGL,30,1451.72,65.1
MGL,180,1419.96,60.53
MGL,365,1380.1,26.4
MINDACORP,30,296.45,48.55
MINDACORP,180,307.31,58.32
MINDACORP,365,297.12,51.54
MMTC,30,48.19,52.45
MMTC,180,47.96,45.05
MMTC,365,48.72,50.54
MOTHERSON,30,168.44,52.48
MOTHERSON,180,166.47,42.91
MOTHERSON,365,168.77,47.69
MOTILALOFS,30,897.36,47.52
MOTILALOFS,180,891.03,27.46
MOTILALOFS,365,893.69,28.44
MPHASIS,30,1938.7,28.8
MPHASIS,180,1924.73,0.0
MPHASIS,365,1905.33,0.0
MRF,30,81615.41,0.0
MRF,180,81983.46,0.0
MRF,365,81222.72,0.0
MRPL,30,153.87,55.19
MRPL,180,154.71,55.45
MRPL,365,159.06,62.08
MUTHOOTFIN,30,1129.53,0.0
MUTHOOTFIN,180,1133.81,0.0
MUTHOOTFIN,365,1138.45,0.0
NAM-INDIA,30,395.34,63.53
NAM-INDIA,180,391.32,53.28
NAM-INDIA,365,389.52,39.09
NATCOPHARM,30,1079.73,60.82
NATCOPHARM,180,1075.37,56.56
NATCOPHARM,365,1152.6,66.0
NATIONALUM,30,141.54,63.19
NATIONALUM,180,143.7,67.98
NATIONALUM,365,139.72,63.4
NAUKRI,30,6402.32,63.22
NAUKRI,180,6157.61,50.96
NAUKRI,365,6414.82,57.75
NAVINFLUOR,30,3547.95,60.53
NAVINFLUOR,180,3543.13,58.93
NAVINFLUOR,365,3629.85,57.75
NBCC,30,88.15,68.15
NBCC,180,92.09,64.74
NBCC,365,105.31,73.3
NCC,30,181.94,55.56
NCC,180,189.2,69.11
NCC,365,188.86,68.29
NESTLEIND,30,2470.06,68.96
NESTLEIND,180,2717.74,64.25
NESTLEIND,365,3052.46,66.87
NETWORK18,30,52.51,0.0
NETWORK18,180,52.67,0.0
NETWORK18,365,51.31,8.4
NEWGEN,30,701.25,66.52
NEWGEN,180,679.29,51.45
NEWGEN,365,688.16,52.34
NH,30,1116.93,57.68
NH,180,1197.55,67.81
NH,365,1254.72,65.59
NHPC,30,53.53,45.35
NHPC,180,55.2,54.98
NHPC,365,54.58,46.38
NIACL,30,141.89,29.25
NIACL,180,142.95,36.73
NIACL,365,141.22,41.97
NLCINDIA,30,149.94,61.24
NLCINDIA,180,154.05,66.74
NLCINDIA,365,150.66,59.21
NMDC,30,167.07,61.61
NMDC,180,164.25,53.82
NMDC,365,165.71,48.72
NTPC,30,286.22,61.02
NTPC,180,301.95,58.95
NTPC,365,325.76,71.37
NUVAMA,30,5150.94,8.83
NUVAMA,180,5136.42,0.0
NUVAMA,365,5154.22,2.61
NUVOCO,30,399.29,52.12
NUVOCO,180,405.38,39.22
NUVOCO,365,413.21,38.72
NYKAA,30,718.65,52.3
NYKAA,180,701.7,49.65
NYKAA,365,693.41,34.23
OBEROIRLTY,30,681.85,37.69
OBEROIRLTY,180,685.5,37.46
OBEROIRLTY,365,658.1,46.29
OFSS,30,6092.18,64.2
OFSS,180,5938.06,65.23
OFSS,365,6005.01,72.44
OIL,30,228.15,6.87
OIL,180,229.3,0.0
OIL,365,224.76,11.8
OLECTRA,30,583.03,0.0
OLECTRA,180,586.39,0.0
OLECTRA,365,547.5,14.05
ONGC,30,147.43,35.96
ONGC,180,145.99,44.61
ONGC,365,146.64,33.65
PATANJALI,30,1336.62,30.22
PATANJALI,180,1444.57,43.2
PATANJALI,365,1586.04,48.85
PAYTM,30,673.79,0.0
PAYTM,180,665.34,0.0
PAYTM,365,655.45,0.0
PEL,30,2521.17,66.95
PEL,180,2617.49,69.11
PEL,365,2670.16,62.49
PERSISTENT,30,4986.74,60.65
PERSISTENT,180,5528.71,66.57
PERSISTENT,365,5971.76,65.47
PETRONET,30,249.18,75.33
PETRONET,180,248.19,65.74
PETRONET,365,247.34,42.03
PFC,30,197.39,46.07
PFC,180,196.56,22.58
PFC,365,200.84,17.31
PHOENIXLTD,30,1086.72,29.4
PHOENIXLTD,180,1104.87,3.88
PHOENIXLTD,365,1066.95,29.08
PIDILITIND,30,2571.04,59.09
PIDILITIND,180,2577.51,53.77
PIDILITIND,365,2634.02,43.92
PIIND,30,3670.18,65.54
PIIND,180,3703.8,57.87
PIIND,365,4125.34,68.2
PNB,30,62.73,0.0
PNB,180,61.04,0.0
PNB,365,62.59,0.0
PNBHOUSING,30,942.71,64.03
PNBHOUSING,180,984.72,69.1
PNBHOUSING,365,1018.43,63.44
PNCINFRA,30,242.73,17.32
PNCINFRA,180,241.34,22.33
PNCINFRA,365,242.41,11.85
POLICYBZR,30,1012.48,13.02
POLICYBZR,180,990.16,0.0
POLICYBZR,365,948.22,0.0
POLYCAB,30,3878.59,65.01
POLYCAB,180,3867.13,59.45
POLYCAB,365,4027.36,65.64
POLYMED,30,1504.56,65.45
POLYMED,180,1539.01,60.47
POLYMED,365,1661.09,61.53
POONAWALLA,30,249.8,40.11
POONAWALLA,180,249.36,35.61
POONAWALLA,365,251.79,26.04
POWERGRID,30,270.32,71.56
POWERGRID,180,273.89,62.79
POWERGRID,365,281.13,68.91
PPLPHARMA,30,173.03,48.28
PPLPHARMA,180,176.09,41.28
PPLPHARMA,365,177.93,41.29
PRAJIND,30,333.67,39.02
PRAJIND,180,337.8,32.47
PRAJIND,365,338.23,16.06
PRESTIGE,30,1085.69,62.22
PRESTIGE,180,1132.59,62.9
PRESTIGE,365,1254.51,66.44
PTCIL,30,9101.73,0.0
PTCIL,180,11039.09,48.4
PTCIL,365,12779.22,48.81
PVRINOX,30,1725.68,68.99
PVRINOX,180,1742.72,58.99
PVRINOX,365,1807.15,66.25
QUESS,30,569.71,49.54
QUESS,180,569.08,72.41
QUESS,365,579.16,56.23
RADICO,30,1237.77,50.46
RADICO,180,1300.29,60.96
RADICO,365,1231.51,38.1
RAILTEL,30,204.38,6.63
RAILTEL,180,202.93,11.34
RAILTEL,365,198.65,11.45
RAINBOW,30,1105.96,0.0
RAINBOW,180,1094.83,0.0
RAINBOW,365,1084.15,3.44
RAJESHEXPO,30,653.73,42.93
RAJESHEXPO,180,661.1,51.12
RAJESHEXPO,365,670.1,63.56
RAMCOCEM,30,851.27,70.58
RAMCOCEM,180,845.94,71.9
RAMCOCEM,365,841.76,64.86
RATNAMANI,30,3174.28,67.83
RATNAMANI,180,3168.99,61.78
RATNAMANI,365,3447.31,66.9
RAYMOND,30,1583.29,58.54
RAYMOND,180,1670.64,56.6
RAYMOND,365,1847.63,65.28
RBLBANK,30,145.1,45.49
RBLBANK,180,133.2,54.3
RBLBANK,365,138.97,52.91
RCF,30,127.07,77.08
RCF,180,128.51,64.09
RCF,365,138.11,64.2
RECLTD,30,288.15,74.98
RECLTD,180,284.64,68.03
RECLTD,365,283.31,63.35
REDINGTON,30,177.45,45.4
REDINGTON,180,180.37,52.33
REDINGTON,365,176.88,40.02
RELIANCE,30,1681.08,37.97
RELIANCE,180,1648.55,43.31
RELIANCE,365,1652.53,48.79
RENUKA,30,39.18,62.59
RENUKA,180,38.24,53.93
RENUKA,365,38.5,50.26
RHIM,30,648.77,51.3
RHIM,180,722.37,71.49
RHIM,365,763.22,60.81
RITES,30,414.19,56.77
RITES,180,409.57,36.93
RITES,365,409.04,40.35
RKFORGE,30,776.69,50.81
RKFORGE,180,804.71,43.45
RKFORGE,365,810.58,38.94
ROUTE,30,1642.08,57.61
ROUTE,180,1651.57,64.62
ROUTE,365,1651.2,56.49
RRKABEL,30,1464.69,61.36
RRKABEL,180,1470.63,51.73
RRKABEL,365,1483.28,24.83
RTNINDIA,30,80.12,70.82
RTNINDIA,180,80.96,58.66
RTNINDIA,365,89.86,63.32
RVNL,30,255.07,61.99
RVNL,180,260.34,61.15
RVNL,365,269.31,69.21
SAIL,30,112.48,62.18
SAIL,180,120.39,71.41
SAIL,365,121.93,61.85
SAMMAANCAP,30,804.06,55.83
SAMMAANCAP,180,895.63,66.56
SAMMAANCAP,365,924.23,59.63
SANOFI,30,7636.82,40.19
SANOFI,180,7637.94,33.82
SANOFI,365,7688.21,22.88
SAPPHIRE,30,1110.38,10.11
SAPPHIRE,180,1104.03,9.89
SAPPHIRE,365,1096.05,2.43
SAREGAMA,30,763.37,54.65
SAREGAMA,180,765.19,42.22
SAREGAMA,365,757.38,32.71
SBFC,30,85.61,0.0
SBFC,180,85.69,0.0
SBFC,365,85.61,0.0
SBIN,30,546.99,46.65
SBIN,180,559.03,52.53
SBIN,365,549.47,49.29
SCI,30,163.4,56.56
SCI,180,178.5,69.73
SCI,365,188.38,64.35
SHREECEM,30,26428.58,60.36
SHREECEM,180,26476.88,64.62
SHREECEM,365,26117.75,61.31
SHRIRAMFIN,30,1338.69,10.32
SHRIRAMFIN,180,1343.53,0.0
SHRIRAMFIN,365,1344.95,0.0
SHYAMMETL,30,746.89,54.66
SHYAMMETL,180,825.5,60.37
SHYAMMETL,365,907.61,63.99
SIEMENS,30,4854.97,58.41
SIEMENS,180,5049.11,61.6
SIEMENS,365,5250.75,57.9
SIGNATURE,30,1361.82,53.61
SIGNATURE,180,1484.55,51.67
SIGNATURE,365,1562.26,44.68
SJVN,30,93.09,60.84
SJVN,180,96.4,62.81
SJVN,365,106.69,62.24
SKFINDIA,30,4657.44,74.28
SKFINDIA,180,4605.91,75.82
SKFINDIA,365,4538.57,57.87
SOBHA,30,689.55,37.43
SOBHA,180,702.72,0.0
SOBHA,365,709.65,0.0
SOLARINDS,30,6439.27,71.38
SOLARINDS,180,6477.15,63.88
SOLARINDS,365,6712.75,57.13
SONACOMS,30,670.46,65.17
SONACOMS,180,661.8,67.0
SONACOMS,365,655.74,76.42
SONATSOFTW,30,926.41,59.61
SONATSOFTW,180,942.27,56.79
SONATSOFTW,365,993.53,60.42
SPARC,30,257.23,69.81
SPARC,180,265.89,74.22
SPARC,365,269.6,61.33
SRF,30,4726.82,53.93
SRF,180,4634.44,51.61
SRF,365,4624.29,49.92
SUMICHEM,30,459.18,50.06
SUMICHEM,180,462.6,56.63
SUMICHEM,365,462.42,43.71
SUNDARMFIN,30,2337.73,0.0
SUNDARMFIN,180,2298.31,0.0
SUNDARMFIN,365,2312.62,0.0
SUNDRMFAST,30,1362.13,63.03
SUNDRMFAST,180,1360.7,60.46
SUNDRMFAST,365,1470.84,64.91
SUNPHARMA,30,841.68,0.0
SUNPHARMA,180,824.61,0.0
SUNPHARMA,365,839.24,0.0
SUNTV,30,622.67,46.85
SUNTV,180,647.38,55.42
SUNTV,365,665.65,59.88
SUPREMEIND,30,3991.15,62.13
SUPREMEIND,180,4185.75,70.58
SUPREMEIND,365,4498.47,69.18
SUVENPHAR,30,971.4,69.99
SUVENPHAR,180,1005.21,64.22
SUVENPHAR,365,1063.06,66.66
SUZLON,30,10.35,44.84
SUZLON,180,9.75,40.04
SUZLON,365,9.33,40.76
SWANENERGY,30,288.14,40.06
SWANENERGY,180,300.57,52.77
SWANENERGY,365,306.3,54.64
SWSOLAR,30,513.77,60.82
SWSOLAR,180,543.88,62.93
SWSOLAR,365,591.2,70.63
SYNGENE,30,540.63,64.85
SYNGENE,180,547.02,36.78
SYNGENE,365,541.11,49.33
SYRMA,30,436.1,34.5
SYRMA,180,436.06,10.2
SYRMA,365,429.9,43.75
TANLA,30,767.87,67.99
TANLA,180,754.18,63.46
TANLA,365,735.06,41.15
TATACHEM,30,1061.12,65.79
TATACHEM,180,1106.79,74.9
TATACHEM,365,1168.23,72.49
TATACOMM,30,1771.18,65.37
TATACOMM,180,1855.87,64.82
TATACOMM,365,1894.57,57.6
TATACONSUM,30,880.46,68.98
TATACONSUM,180,935.62,72.96
TATACONSUM,365,962.69,61.42
TATAINVEST,30,2967.59,36.06
TATAINVEST,180,3248.22,54.49
TATAINVEST,365,3082.56,39.65
TATAMOTORS,30,663.91,55.47
TATAMOTORS,180,751.14,70.88
TATAMOTORS,365,756.31,56.86
TATAPOWER,30,267.79,70.73
TATAPOWER,180,265.11,68.98
TATAPOWER,365,265.63,68.27
TATASTEEL,30,459.64,0.0
TATASTEEL,180,462.6,0.0
TATASTEEL,365,456.74,0.0
TATATECH,30,1121.28,71.12
TATATECH,180,1096.13,65.71
TATATECH,365,1065.61,58.09
TCS,30,3008.25,0.0
TCS,180,2987.14,0.0
TCS,365,2982.06,0.0
TECHM,30,1304.1,58.85
TECHM,180,1341.05,58.43
TECHM,365,1385.73,58.95
TECHNOE,30,802.05,55.92
TECHNOE,180,786.12,51.29
TECHNOE,365,787.73,52.07
TEJASNET,30,839.32,63.73
TEJASNET,180,933.08,68.35
TEJASNET,365,956.11,52.4
THERMAX,30,2342.49,73.17
THERMAX,180,2374.6,71.54
THERMAX,365,2447.46,76.61
TIINDIA,30,2614.37,50.43
TIINDIA,180,2592.24,39.02
TIINDIA,365,2688.67,49.25
TITAGARH,30,351.83,0.0
TITAGARH,180,349.86,0.0
TITAGARH,365,355.83,0.0
TITAN,30,3033.99,48.68
TITAN,180,3273.07,64.15
TITAN,365,3528.69,71.6
TORNTPHARM,30,2139.42,28.96
TORNTPHARM,180,2145.53,6.45
TORNTPHARM,365,2133.3,17.64
TORNTPOWER,30,706.81,70.53
TORNTPOWER,180,693.33,63.71
TORNTPOWER,365,682.97,57.28
TRENT,30,2887.17,61.52
TRENT,180,3066.53,71.91
TRENT,365,3040.31,64.33
TRIDENT,30,66.96,75.75
TRIDENT,180,66.45,61.16
TRIDENT,365,73.91,66.12
TRITURBINE,30,351.26,52.14
TRITURBINE,180,319.95,24.08
TRITURBINE,365,337.11,46.28
TRIVENI,30,302.38,64.93
TRIVENI,180,314.11,68.19
TRIVENI,365,358.55,65.31
TVSMOTOR,30,1277.97,75.63
TVSMOTOR,180,1235.88,68.09
TVSMOTOR,365,1210.19,66.89
TVSSCS,30,181.12,0.0
TVSSCS,180,180.02,11.2
TVSSCS,365,180.25,0.0
UBL,30,1792.99,70.03
UBL,180,1820.95,60.15
UBL,365,1904.56,64.95
UCOBANK,30,41.86,66.06
UCOBANK,180,43.53,64.16
UCOBANK,365,45.07,64.64
ULTRACEMCO,30,8866.64,66.06
ULTRACEMCO,180,9394.78,66.28
ULTRACEMCO,365,10012.15,66.91
UNIONBANK,30,83.67,75.54
UNIONBANK,180,81.74,66.75
UNIONBANK,365,81.29,73.57
UNOMINDA,30,643.27,63.57
UNOMINDA,180,634.17,4.45
UNOMINDA,365,634.87,0.0
UPL,30,708.3,57.21
UPL,180,706.99,59.07
UPL,365,720.34,65.77
USHAMART,30,263.26,69.87
USHAMART,180,272.17,56.98
USHAMART,365,312.0,64.49
UTIAMC,30,836.27,23.52
UTIAMC,180,833.84,15.81
UTIAMC,365,836.57,2.3
VARROC,30,547.28,59.84
VARROC,180,558.75,50.78
VARROC,365,561.82,44.22
VBL,30,888.16,2.15
VBL,180,888.15,4.71
VBL,365,890.26,0.0
VEDL,30,396.25,67.31
VEDL,180,401.95,60.47
VEDL,365,410.85,56.71
VGUARD,30,240.91,31.85
VGUARD,180,242.26,10.54
VGUARD,365,235.79,61.65
VIJAYA,30,691.09,67.45
VIJAYA,180,680.46,70.41
VIJAYA,365,662.92,71.09
VINATIORGA,30,2026.2,50.74
VINATIORGA,180,2056.01,51.31
VINATIORGA,365,2083.82,51.03
VIPIND,30,615.53,48.48
VIPIND,180,640.95,58.94
VIPIND,365,648.03,54.49
VOLTAS,30,1117.13,66.01
VOLTAS,180,1110.91,63.85
VOLTAS,365,1107.06,67.8
VTL,30,895.85,6.55
VTL,180,897.8,0.0
VTL,365,866.69,0.0
WELCORP,30,378.59,57.27
WELCORP,180,375.59,48.28
WELCORP,365,380.17,48.38
WELSPUNLIV,30,107.39,51.47
WELSPUNLIV,180,108.0,52.2
WELSPUNLIV,365,107.13,47.53
WESTLIFE,30,525.97,39.85
WESTLIFE,180,513.67,38.4
WESTLIFE,365,510.08,47.51
WHIRLPOOL,30,2121.49,62.72
WHIRLPOOL,180,2135.15,67.23
WHIRLPOOL,365,2145.8,63.76
WIPRO,30,485.14,58.43
WIPRO,180,499.74,63.89
WIPRO,365,512.65,57.53
YESBANK,30,91.6,49.45
YESBANK,180,98.64,45.88
YESBANK,365,111.45,47.04
ZEEL,30,268.37,0.0
ZEEL,180,266.05,0.0
ZEEL,365,263.58,0.0
ZFCVINDIA,30,15105.32,65.55
ZFCVINDIA,180,15809.97,60.41
ZFCVINDIA,365,17526.1,64.27
ZOMATO,30,218.69,61.59
ZOMATO,180,207.83,50.01
ZOMATO,365,208.08,53.25
ZYDUSLIFE,30,447.02,61.64
ZYDUSLIFE,180,455.08,68.61
ZYDUSLIFE,365,464.16,64.15
