Date,Sales,Ticker
2013-03-31,11784.5,CGPOWER
2013-05-24,12094.44,CGPOWER
2013-07-13,12094.44,CGPOWER
2013-08-05,12478.09,CGPOWER
2013-11-07,12795.27,CGPOWER
2014-01-29,13212.75,CGPOWER
2014-03-31,13631.53,CGPOWER
2014-06-30,13878.28,CGPOWER
2014-07-12,13878.28,CGPOWER
2014-09-30,14067.25,CGPOWER
2014-12-31,13087.28,CGPOWER
2015-03-31,10856.14,CGPOWER
2015-06-30,8442.12,CGPOWER
2015-07-03,8442.12,CGPOWER
2015-09-30,6441.02,CGPOWER
2015-12-31,5156.53,CGPOWER
2016-03-31,5432.26,CGPOWER
2016-06-30,5928.09,CGPOWER
2016-07-19,5928.09,CGPOWER
2016-09-30,5814.4,CGPOWER
2016-12-31,6008.24,CGPOWER
2017-03-31,6008.24,CGPOWER
2017-05-26,5675.19,CGPOWER
2017-08-11,5490.85,CGPOWER
2017-08-29,5490.85,CGPOWER
2017-11-09,5753.28,CGPOWER
2018-02-13,5971.13,CGPOWER
2018-03-31,5971.13,CGPOWER
2018-05-30,6728.33,CGPOWER
2018-08-10,7217.28,CGPOWER
2018-09-05,7217.28,CGPOWER
2018-11-13,7748.95,CGPOWER
2019-02-12,8283.88,CGPOWER
2019-03-31,8283.88,CGPOWER
2019-08-30,7997.92,CGPOWER
2019-11-12,7375.64,CGPOWER
2019-11-21,7375.64,CGPOWER
2020-02-14,6482.49,CGPOWER
2020-03-31,6482.49,CGPOWER
2020-06-27,5109.88,CGPOWER
2020-09-08,3698.88,CGPOWER
2020-09-28,3698.88,CGPOWER
2020-10-28,2821.19,CGPOWER
2021-02-05,2462.39,CGPOWER
2021-03-31,2462.39,CGPOWER
2021-06-11,2963.95,CGPOWER
2021-08-02,3651.26,CGPOWER
2021-10-21,4441.16,CGPOWER
2022-01-11,4441.16,CGPOWER
2022-01-27,5172.65,CGPOWER
2022-03-31,5172.65,CGPOWER
2022-05-02,5539.36,CGPOWER
2022-07-06,5483.53,CGPOWER
2022-07-27,6132.01,CGPOWER
2022-10-19,6374.49,CGPOWER
2023-01-24,6575.98,CGPOWER
2023-03-31,6575.98,CGPOWER
2023-05-08,6994.25,CGPOWER
2023-07-07,6972.54,CGPOWER
2023-07-27,7225.56,CGPOWER
2023-10-20,7530.8,CGPOWER
2024-01-23,7757.05,CGPOWER
2024-03-31,7757.05,CGPOWER
2024-05-06,8045.98,CGPOWER
2024-07-01,8045.98,CGPOWER
2024-07-24,8399.5,CGPOWER
2024-10-21,8810.68,CGPOWER
2025-01-28,9347.61,CGPOWER
2019-03-31,795.55,CHALET
2019-05-10,987.17,CHALET
2019-07-18,987.17,CHALET
2019-08-13,992.11,CHALET
2019-11-08,992.95,CHALET
2020-02-10,1023.65,CHALET
2020-03-31,1023.65,CHALET
2020-06-08,981.94,CHALET
2020-07-20,980.85,CHALET
2020-08-11,794.29,CHALET
2020-11-10,617.8,CHALET
2021-02-09,422.18,CHALET
2021-03-31,422.18,CHALET
2021-05-18,288.92,CHALET
2021-07-21,285.58,CHALET
2021-08-10,305.82,CHALET
2021-10-28,375.12,CHALET
2022-01-27,456.78,CHALET
2022-03-31,456.78,CHALET
2022-05-10,509.89,CHALET
2022-07-28,693.38,CHALET
2022-08-27,693.38,CHALET
2022-10-21,813.04,CHALET
2023-01-24,938.61,CHALET
2023-03-31,938.61,CHALET
2023-05-09,1128.47,CHALET
2023-07-20,1128.47,CHALET
2023-07-28,1186.23,CHALET
2023-10-25,1252.94,CHALET
2024-01-24,1336.86,CHALET
2024-03-31,1336.86,CHALET
2024-05-13,1417.25,CHALET
2024-07-18,1417.25,CHALET
2024-07-25,1467.49,CHALET
2024-10-24,1529.99,CHALET
2025-01-29,1614.11,CHALET
2006-07-22,3081.02,CHAMBLFERT
2007-03-31,3081.33,CHAMBLFERT
2007-08-08,2943.87,CHAMBLFERT
2008-03-31,2944.16,CHAMBLFERT
2008-08-13,3202.8,CHAMBLFERT
2009-03-31,3203.05,CHAMBLFERT
2009-08-03,5594.88,CHAMBLFERT
2010-03-31,5595.19,CHAMBLFERT
2010-08-03,4125.15,CHAMBLFERT
2011-03-31,4126.08,CHAMBLFERT
2011-08-09,5684.39,CHAMBLFERT
2012-03-31,5684.55,CHAMBLFERT
2012-09-12,7537.44,CHAMBLFERT
2013-03-31,7534.34,CHAMBLFERT
2013-08-12,8197.8,CHAMBLFERT
2014-03-31,8197.07,CHAMBLFERT
2014-08-22,8905.64,CHAMBLFERT
2015-03-31,8905.53,CHAMBLFERT
2015-08-18,9732.71,CHAMBLFERT
2016-03-31,9737.75,CHAMBLFERT
2016-08-24,9007.95,CHAMBLFERT
2017-03-31,9007.95,CHAMBLFERT
2017-08-19,7553.45,CHAMBLFERT
2018-03-31,7553.45,CHAMBLFERT
2018-06-30,7553.45,CHAMBLFERT
2018-08-18,7541.02,CHAMBLFERT
2018-09-30,7541.02,CHAMBLFERT
2018-12-31,7541.02,CHAMBLFERT
2019-03-31,7541.02,CHAMBLFERT
2019-05-16,7541.02,CHAMBLFERT
2019-08-10,10780.86,CHAMBLFERT
2019-08-30,10780.86,CHAMBLFERT
2019-11-08,11822.88,CHAMBLFERT
2020-02-01,12847.71,CHAMBLFERT
2020-03-31,12847.71,CHAMBLFERT
2020-05-23,12205.95,CHAMBLFERT
2020-07-29,12569.93,CHAMBLFERT
2020-08-18,12569.93,CHAMBLFERT
2020-11-05,13006.74,CHAMBLFERT
2021-02-04,13047.34,CHAMBLFERT
2021-03-31,13047.34,CHAMBLFERT
2021-05-10,12719.01,CHAMBLFERT
2021-08-04,13039.86,CHAMBLFERT
2021-08-20,13039.86,CHAMBLFERT
2021-11-01,13531.53,CHAMBLFERT
2022-01-28,14402.22,CHAMBLFERT
2022-03-31,14402.22,CHAMBLFERT
2022-05-19,16068.83,CHAMBLFERT
2022-08-03,19820.49,CHAMBLFERT
2022-08-19,19820.49,CHAMBLFERT
2022-11-01,23928.63,CHAMBLFERT
2023-02-07,27481.51,CHAMBLFERT
2023-03-31,27481.51,CHAMBLFERT
2023-05-26,27772.81,CHAMBLFERT
2023-08-08,26070.91,CHAMBLFERT
2023-08-19,26070.91,CHAMBLFERT
2023-11-03,22869.68,CHAMBLFERT
2024-02-06,18922.04,CHAMBLFERT
2024-03-31,18922.04,CHAMBLFERT
2024-05-07,17966.41,CHAMBLFERT
2024-08-02,17966.41,CHAMBLFERT
2024-08-06,17310.36,CHAMBLFERT
2024-11-06,16271.02,CHAMBLFERT
2025-02-06,16840.51,CHAMBLFERT
2021-08-05,3798.73,CHEMPLASTS
2021-08-06,3798.73,CHEMPLASTS
2021-10-29,3798.73,CHEMPLASTS
2022-01-28,5426.99,CHEMPLASTS
2022-03-31,5426.99,CHEMPLASTS
2022-05-10,5891.99,CHEMPLASTS
2022-06-03,5891.99,CHEMPLASTS
2022-08-05,6342.92,CHEMPLASTS
2022-11-04,5864.3,CHEMPLASTS
2023-02-11,5601.2,CHEMPLASTS
2023-03-31,5601.2,CHEMPLASTS
2023-05-16,4941.08,CHEMPLASTS
2023-07-17,4941.08,CHEMPLASTS
2023-08-10,4526.19,CHEMPLASTS
2023-11-02,4319.57,CHEMPLASTS
2024-02-12,4019.09,CHEMPLASTS
2024-03-31,4019.09,CHEMPLASTS
2024-05-20,3922.98,CHEMPLASTS
2024-07-15,3922.98,CHEMPLASTS
2024-08-07,4071.46,CHEMPLASTS
2024-11-05,4076.46,CHEMPLASTS
2025-02-07,4245.91,CHEMPLASTS
2016-08-10,25715.78,CHENNPETRO
2017-03-31,25676.59,CHENNPETRO
2017-06-30,25676.59,CHENNPETRO
2017-07-28,27522.36,CHENNPETRO
2017-12-31,27522.36,CHENNPETRO
2018-03-31,27533.4,CHENNPETRO
2018-07-27,32369.99,CHENNPETRO
2018-10-29,39891.05,CHENNPETRO
2019-01-28,41169.71,CHENNPETRO
2019-03-31,41169.71,CHENNPETRO
2019-05-08,41338.39,CHENNPETRO
2019-07-26,41112.96,CHENNPETRO
2019-07-29,41965.22,CHENNPETRO
2019-10-17,39208.01,CHENNPETRO
2020-01-18,38488.85,CHENNPETRO
2020-03-31,38488.85,CHENNPETRO
2020-05-20,37116.75,CHENNPETRO
2020-07-24,29910.0,CHENNPETRO
2020-08-19,29910.0,CHENNPETRO
2020-10-21,25546.93,CHENNPETRO
2021-01-25,22292.17,CHENNPETRO
2021-03-31,22292.17,CHENNPETRO
2021-04-28,22444.76,CHENNPETRO
2021-07-22,27670.2,CHENNPETRO
2021-07-28,27670.2,CHENNPETRO
2021-10-22,31651.67,CHENNPETRO
2022-01-24,35699.05,CHENNPETRO
2022-03-31,35699.05,CHENNPETRO
2022-04-27,43375.38,CHENNPETRO
2022-07-25,58371.47,CHENNPETRO
2022-08-01,58371.47,CHENNPETRO
2022-10-25,69024.23,CHENNPETRO
2023-01-25,75139.65,CHENNPETRO
2023-03-31,75139.65,CHENNPETRO
2023-04-27,76734.82,CHENNPETRO
2023-07-24,68317.07,CHENNPETRO
2023-08-01,68317.07,CHENNPETRO
2023-10-25,65352.89,CHENNPETRO
2024-01-22,66674.09,CHENNPETRO
2024-03-31,66674.09,CHENNPETRO
2024-04-24,66385.53,CHENNPETRO
2024-07-16,66024.25,CHENNPETRO
2024-07-25,68735.71,CHENNPETRO
2024-10-22,64277.47,CHENNPETRO
2025-01-18,59826.92,CHENNPETRO
2006-07-03,242.87,CHOLAFIN
2006-09-30,242.87,CHOLAFIN
2006-12-31,242.87,CHOLAFIN
2007-03-31,435.51,CHOLAFIN
2007-06-30,542.77,CHOLAFIN
2007-07-17,542.77,CHOLAFIN
2007-09-30,682.8,CHOLAFIN
2007-12-31,828.65,CHOLAFIN
2008-03-31,945.46,CHOLAFIN
2008-06-30,1099.33,CHOLAFIN
2008-07-11,1099.33,CHOLAFIN
2008-09-30,1159.77,CHOLAFIN
2008-12-31,1160.14,CHOLAFIN
2009-03-31,1139.75,CHOLAFIN
2009-06-30,1055.76,CHOLAFIN
2009-07-09,1055.76,CHOLAFIN
2009-09-30,985.31,CHOLAFIN
2009-12-31,971.81,CHOLAFIN
2010-03-31,955.26,CHOLAFIN
2010-06-30,976.44,CHOLAFIN
2010-07-05,976.44,CHOLAFIN
2010-09-30,1056.77,CHOLAFIN
2010-12-31,1108.62,CHOLAFIN
2011-03-31,1206.81,CHOLAFIN
2011-05-25,1208.58,CHOLAFIN
2011-07-28,1303.33,CHOLAFIN
2011-09-30,1422.17,CHOLAFIN
2012-01-31,1595.79,CHOLAFIN
2012-03-31,1595.79,CHOLAFIN
2012-04-26,1779.29,CHOLAFIN
2012-05-04,1783.69,CHOLAFIN
2012-07-30,1978.02,CHOLAFIN
2012-10-30,2169.82,CHOLAFIN
2013-01-18,2364.14,CHOLAFIN
2013-03-31,2364.14,CHOLAFIN
2013-04-26,2568.48,CHOLAFIN
2013-05-15,2570.34,CHOLAFIN
2013-07-31,2773.25,CHOLAFIN
2013-09-30,2977.87,CHOLAFIN
2014-01-29,3157.36,CHOLAFIN
2014-03-31,3279.31,CHOLAFIN
2014-06-30,3388.34,CHOLAFIN
2014-07-09,3388.34,CHOLAFIN
2014-09-30,3501.5,CHOLAFIN
2014-12-31,3623.33,CHOLAFIN
2015-03-31,3714.81,CHOLAFIN
2015-06-30,3830.09,CHOLAFIN
2015-07-07,3830.09,CHOLAFIN
2015-09-30,3927.19,CHOLAFIN
2015-12-31,4016.9,CHOLAFIN
2016-03-31,4214.46,CHOLAFIN
2016-06-30,4338.81,CHOLAFIN
2016-07-04,4338.81,CHOLAFIN
2016-09-30,4488.25,CHOLAFIN
2016-12-31,4612.38,CHOLAFIN
2017-03-31,4693.48,CHOLAFIN
2017-06-30,4825.52,CHOLAFIN
2017-07-01,4825.52,CHOLAFIN
2017-09-30,4966.03,CHOLAFIN
2018-01-30,5186.23,CHOLAFIN
2018-03-31,5186.23,CHOLAFIN
2018-04-23,5500.64,CHOLAFIN
2018-07-02,5558.86,CHOLAFIN
2018-10-30,5558.86,CHOLAFIN
2018-12-31,5558.86,CHOLAFIN
2019-03-31,5558.86,CHOLAFIN
2019-07-04,7108.14,CHOLAFIN
2019-07-30,7490.18,CHOLAFIN
2019-11-05,8000.02,CHOLAFIN
2020-01-23,8448.8,CHOLAFIN
2020-03-31,8448.8,CHOLAFIN
2020-06-03,8712.01,CHOLAFIN
2020-07-10,8712.38,CHOLAFIN
2020-07-30,8792.33,CHOLAFIN
2020-10-29,9034.15,CHOLAFIN
2021-01-29,9265.48,CHOLAFIN
2021-03-31,9265.48,CHOLAFIN
2021-05-07,9579.4,CHOLAFIN
2021-07-09,9583.31,CHOLAFIN
2021-07-30,9935.59,CHOLAFIN
2021-10-29,9977.76,CHOLAFIN
2022-02-01,10014.65,CHOLAFIN
2022-03-31,10014.65,CHOLAFIN
2022-05-05,10140.35,CHOLAFIN
2022-07-08,10147.55,CHOLAFIN
2022-07-29,10428.63,CHOLAFIN
2022-11-01,10949.21,CHOLAFIN
2023-01-31,11748.06,CHOLAFIN
2023-03-31,11748.06,CHOLAFIN
2023-05-03,12884.1,CHOLAFIN
2023-07-12,12884.42,CHOLAFIN
2023-08-01,14213.8,CHOLAFIN
2023-11-02,15819.54,CHOLAFIN
2024-01-25,17470.83,CHOLAFIN
2024-03-31,17470.83,CHOLAFIN
2024-04-30,19157.28,CHOLAFIN
2024-07-05,19163.44,CHOLAFIN
2024-07-26,20869.87,CHOLAFIN
2024-10-25,22502.41,CHOLAFIN
2025-01-31,24227.97,CHOLAFIN
2006-07-10,1539.96,CHOLAHLDNG
2006-09-30,1539.96,CHOLAHLDNG
2006-12-31,1539.96,CHOLAHLDNG
2007-03-31,1878.49,CHOLAHLDNG
2007-06-30,1992.6,CHOLAHLDNG
2007-07-13,1992.6,CHOLAHLDNG
2007-09-30,2070.08,CHOLAHLDNG
2007-12-31,2169.45,CHOLAHLDNG
2008-03-31,2311.22,CHOLAHLDNG
2008-06-30,2501.41,CHOLAHLDNG
2008-07-15,2501.41,CHOLAHLDNG
2008-09-30,2749.98,CHOLAHLDNG
2008-12-31,2827.76,CHOLAHLDNG
2009-03-31,2835.27,CHOLAHLDNG
2009-06-30,2831.16,CHOLAHLDNG
2009-07-14,2831.16,CHOLAHLDNG
2009-09-30,2794.1,CHOLAHLDNG
2009-12-31,2955.0,CHOLAHLDNG
2010-03-31,3133.11,CHOLAHLDNG
2010-06-30,3529.73,CHOLAHLDNG
2010-07-12,3529.73,CHOLAHLDNG
2010-09-30,3979.38,CHOLAHLDNG
2010-12-31,4437.61,CHOLAHLDNG
2011-03-31,5049.33,CHOLAHLDNG
2011-07-07,5018.08,CHOLAHLDNG
2011-08-01,5396.68,CHOLAHLDNG
2011-11-02,5721.73,CHOLAHLDNG
2012-02-01,6092.32,CHOLAHLDNG
2012-03-31,6092.32,CHOLAHLDNG
2012-04-30,6441.83,CHOLAHLDNG
2012-06-27,6408.05,CHOLAHLDNG
2012-08-06,6764.19,CHOLAHLDNG
2012-11-02,7109.19,CHOLAHLDNG
2013-01-31,7325.44,CHOLAHLDNG
2013-02-04,7325.44,CHOLAHLDNG
2013-03-31,7325.44,CHOLAHLDNG
2013-05-02,7632.4,CHOLAHLDNG
2013-07-15,7723.77,CHOLAHLDNG
2013-08-02,7941.86,CHOLAHLDNG
2013-10-31,8277.27,CHOLAHLDNG
2014-03-31,8834.49,CHOLAHLDNG
2014-06-30,9109.1,CHOLAHLDNG
2014-07-15,9109.1,CHOLAHLDNG
2014-09-30,9370.99,CHOLAHLDNG
2014-12-31,9612.77,CHOLAHLDNG
2015-03-31,9722.11,CHOLAHLDNG
2015-06-30,9885.71,CHOLAHLDNG
2015-07-17,9885.71,CHOLAHLDNG
2015-09-30,9634.91,CHOLAHLDNG
2015-12-31,8674.35,CHOLAHLDNG
2016-03-31,7993.21,CHOLAHLDNG
2016-06-30,6040.83,CHOLAHLDNG
2016-07-09,6040.83,CHOLAHLDNG
2016-09-30,4470.35,CHOLAHLDNG
2016-12-31,3665.1,CHOLAHLDNG
2017-03-31,2687.85,CHOLAHLDNG
2017-06-30,2864.18,CHOLAHLDNG
2017-09-30,3036.9,CHOLAHLDNG
2017-10-12,3036.9,CHOLAHLDNG
2018-02-05,3220.1,CHOLAHLDNG
2018-03-31,3220.1,CHOLAHLDNG
2018-05-10,3344.77,CHOLAHLDNG
2018-07-10,8909.28,CHOLAHLDNG
2018-12-31,8909.28,CHOLAHLDNG
2019-03-31,8909.28,CHOLAHLDNG
2019-05-03,8909.28,CHOLAHLDNG
2019-07-06,10925.63,CHOLAHLDNG
2019-08-01,10925.63,CHOLAHLDNG
2019-11-09,12298.67,CHOLAHLDNG
2020-01-29,12759.66,CHOLAHLDNG
2020-03-31,12759.66,CHOLAHLDNG
2020-06-15,13144.44,CHOLAHLDNG
2020-07-22,13134.7,CHOLAHLDNG
2020-08-12,13255.59,CHOLAHLDNG
2020-11-03,13414.62,CHOLAHLDNG
2021-02-05,13664.47,CHOLAHLDNG
2021-03-31,13664.47,CHOLAHLDNG
2021-05-14,13900.18,CHOLAHLDNG
2021-07-14,13900.15,CHOLAHLDNG
2021-08-04,14257.57,CHOLAHLDNG
2021-11-02,14341.4,CHOLAHLDNG
2022-02-11,14423.11,CHOLAHLDNG
2022-03-31,14423.11,CHOLAHLDNG
2022-05-11,14643.15,CHOLAHLDNG
2022-07-20,14643.55,CHOLAHLDNG
2022-08-10,14988.76,CHOLAHLDNG
2022-11-08,15704.05,CHOLAHLDNG
2023-02-09,16702.37,CHOLAHLDNG
2023-03-31,16702.37,CHOLAHLDNG
2023-05-12,18145.87,CHOLAHLDNG
2023-07-20,18154.38,CHOLAHLDNG
2023-08-10,19834.85,CHOLAHLDNG
2023-11-09,21853.81,CHOLAHLDNG
2024-02-05,23923.78,CHOLAHLDNG
2024-03-31,23923.78,CHOLAHLDNG
2024-05-10,25821.19,CHOLAHLDNG
2024-07-20,25829.73,CHOLAHLDNG
2024-08-09,27828.24,CHOLAHLDNG
2024-11-08,29601.02,CHOLAHLDNG
2025-02-07,31295.44,CHOLAHLDNG
2008-07-17,2308.4,CIEINDIA
2009-03-31,2315.33,CIEINDIA
2009-07-20,2239.01,CIEINDIA
2010-03-31,2239.45,CIEINDIA
2010-07-09,1324.45,CIEINDIA
2011-03-31,1327.42,CIEINDIA
2011-08-04,1924.52,CIEINDIA
2012-03-31,1924.52,CIEINDIA
2012-10-04,2440.25,CIEINDIA
2013-03-31,2439.68,CIEINDIA
2013-07-29,2215.83,CIEINDIA
2014-03-31,2216.4,CIEINDIA
2014-09-07,2590.77,CIEINDIA
2015-03-31,2590.77,CIEINDIA
2015-09-01,5569.9,CIEINDIA
2015-12-31,5569.9,CIEINDIA
2016-06-10,4000.72,CIEINDIA
2016-12-31,4000.72,CIEINDIA
2017-04-12,5319.9,CIEINDIA
2017-12-31,5319.9,CIEINDIA
2018-03-24,6427.9,CIEINDIA
2018-03-31,6427.9,CIEINDIA
2018-06-30,6427.9,CIEINDIA
2018-09-30,6427.9,CIEINDIA
2018-12-31,6427.9,CIEINDIA
2019-02-20,8031.54,CIEINDIA
2019-03-31,8209.4,CIEINDIA
2019-04-09,8209.4,CIEINDIA
2019-07-19,8272.5,CIEINDIA
2019-10-23,8159.91,CIEINDIA
2019-12-31,8159.91,CIEINDIA
2020-02-26,7907.82,CIEINDIA
2020-04-23,7396.14,CIEINDIA
2020-06-02,7396.14,CIEINDIA
2020-07-21,5989.62,CIEINDIA
2020-10-20,5815.42,CIEINDIA
2020-12-31,5815.42,CIEINDIA
2021-02-19,6050.12,CIEINDIA
2021-04-07,6050.1,CIEINDIA
2021-04-29,6576.81,CIEINDIA
2021-07-21,7883.82,CIEINDIA
2021-10-14,8280.21,CIEINDIA
2021-12-31,8280.21,CIEINDIA
2022-02-22,7991.81,CIEINDIA
2022-03-30,6765.1,CIEINDIA
2022-04-25,7863.23,CIEINDIA
2022-07-22,8036.71,CIEINDIA
2022-10-18,8175.45,CIEINDIA
2022-12-31,8175.45,CIEINDIA
2023-02-22,8753.05,CIEINDIA
2023-04-25,9132.43,CIEINDIA
2023-05-13,9132.43,CIEINDIA
2023-07-18,9236.81,CIEINDIA
2023-10-17,9286.79,CIEINDIA
2023-12-31,9286.79,CIEINDIA
2024-02-19,9280.35,CIEINDIA
2024-05-02,9266.95,CIEINDIA
2024-05-25,9266.95,CIEINDIA
2024-07-18,9239.3,CIEINDIA
2024-10-24,9094.52,CIEINDIA
2025-02-20,8964.07,CIEINDIA
2008-07-31,4010.38,CIPLA
2009-03-31,4010.38,CIPLA
2009-08-11,4960.6,CIPLA
2010-03-31,4960.6,CIPLA
2010-07-29,5359.52,CIPLA
2011-03-31,5359.52,CIPLA
2011-07-28,6323.84,CIPLA
2012-03-31,6323.84,CIPLA
2012-07-20,7020.71,CIPLA
2012-07-31,7020.71,CIPLA
2012-12-31,7020.71,CIPLA
2013-03-31,7020.71,CIPLA
2013-05-29,7020.71,CIPLA
2013-07-26,8279.33,CIPLA
2013-08-09,8279.33,CIPLA
2013-11-13,9133.3,CIPLA
2013-11-14,9133.3,CIPLA
2014-02-12,9618.65,CIPLA
2014-03-31,10173.39,CIPLA
2014-06-30,10381.98,CIPLA
2014-08-08,10381.98,CIPLA
2014-09-30,10616.79,CIPLA
2014-12-31,10786.13,CIPLA
2015-03-31,11345.44,CIPLA
2015-06-30,12463.89,CIPLA
2015-07-29,12463.89,CIPLA
2015-09-30,13151.69,CIPLA
2015-12-31,13537.19,CIPLA
2016-03-31,13759.01,CIPLA
2016-06-30,13570.59,CIPLA
2016-08-31,13570.59,CIPLA
2016-09-30,13866.52,CIPLA
2017-02-08,14362.77,CIPLA
2017-03-31,14362.77,CIPLA
2017-05-25,14630.26,CIPLA
2017-07-15,14394.29,CIPLA
2017-08-11,14505.28,CIPLA
2017-11-07,14836.67,CIPLA
2018-02-07,15103.28,CIPLA
2018-03-31,15103.28,CIPLA
2018-05-22,15219.25,CIPLA
2018-08-04,15155.71,CIPLA
2018-08-08,15633.19,CIPLA
2018-11-05,15562.68,CIPLA
2019-02-06,15656.4,CIPLA
2019-03-31,15656.4,CIPLA
2019-05-22,16362.41,CIPLA
2019-07-22,16362.41,CIPLA
2019-08-07,16412.44,CIPLA
2019-11-06,16796.32,CIPLA
2020-02-05,17159.78,CIPLA
2020-03-31,17159.78,CIPLA
2020-05-15,17131.99,CIPLA
2020-08-05,17131.99,CIPLA
2020-08-07,17489.13,CIPLA
2020-11-06,18131.64,CIPLA
2021-01-29,18929.33,CIPLA
2021-03-31,18929.33,CIPLA
2021-05-14,19159.59,CIPLA
2021-08-02,19159.59,CIPLA
2021-08-05,20317.78,CIPLA
2021-10-26,20799.29,CIPLA
2022-01-25,21109.46,CIPLA
2022-03-31,21109.46,CIPLA
2022-05-10,21763.34,CIPLA
2022-07-29,21634.18,CIPLA
2022-08-03,21634.18,CIPLA
2022-11-04,21942.92,CIPLA
2023-01-25,22274.15,CIPLA
2023-03-31,22274.15,CIPLA
2023-05-12,22753.12,CIPLA
2023-07-20,22753.12,CIPLA
2023-07-26,23706.82,CIPLA
2023-10-27,24556.43,CIPLA
2024-01-22,25350.15,CIPLA
2024-03-31,25350.15,CIPLA
2024-05-10,25774.09,CIPLA
2024-07-26,26139.14,CIPLA
2024-07-27,26139.14,CIPLA
2024-10-29,26512.01,CIPLA
2025-01-28,26981.17,CIPLA
2021-08-09,512.43,CLEAN
2021-11-11,512.43,CLEAN
2022-02-07,614.16,CLEAN
2022-03-31,614.16,CLEAN
2022-05-28,684.88,CLEAN
2022-07-12,684.89,CLEAN
2022-07-27,772.64,CLEAN
2022-10-20,866.99,CLEAN
2023-02-02,923.54,CLEAN
2023-03-31,923.54,CLEAN
2023-05-18,935.8,CLEAN
2023-07-14,935.8,CLEAN
2023-08-03,889.84,CLEAN
2023-11-02,823.45,CLEAN
2024-02-03,780.82,CLEAN
2024-03-31,780.82,CLEAN
2024-05-15,791.49,CLEAN
2024-08-01,827.39,CLEAN
2024-08-13,827.39,CLEAN
2024-11-07,884.4,CLEAN
2025-01-30,930.49,CLEAN
2010-12-31,49153.32,COALINDIA
2011-03-31,50229.28,COALINDIA
2011-08-10,58166.85,COALINDIA
2011-08-12,53292.72,COALINDIA
2011-11-12,55338.5,COALINDIA
2012-02-13,58001.05,COALINDIA
2012-03-31,58001.05,COALINDIA
2012-05-28,62415.43,COALINDIA
2012-08-13,64416.94,COALINDIA
2012-08-23,64416.94,COALINDIA
2012-11-09,65841.4,COALINDIA
2013-02-13,67817.16,COALINDIA
2013-03-31,67817.16,COALINDIA
2013-05-27,68302.74,COALINDIA
2013-08-03,68274.57,COALINDIA
2013-08-06,68274.57,COALINDIA
2013-11-13,69113.52,COALINDIA
2014-02-12,68716.61,COALINDIA
2014-03-31,69375.92,COALINDIA
2014-06-30,71209.11,COALINDIA
2014-08-05,71209.11,COALINDIA
2014-09-30,71962.07,COALINDIA
2014-12-31,73344.4,COALINDIA
2015-03-31,74120.07,COALINDIA
2015-06-30,75332.54,COALINDIA
2015-08-18,75332.54,COALINDIA
2015-09-30,76657.96,COALINDIA
2015-12-31,77946.92,COALINDIA
2016-03-31,77946.92,COALINDIA
2016-05-28,78007.63,COALINDIA
2016-06-30,76942.82,COALINDIA
2016-08-26,76942.82,COALINDIA
2016-09-30,75699.34,COALINDIA
2017-02-11,76568.63,COALINDIA
2017-03-31,76568.63,COALINDIA
2017-05-29,78411.21,COALINDIA
2017-08-14,79119.62,COALINDIA
2017-08-18,79119.62,COALINDIA
2017-11-11,81021.54,COALINDIA
2018-02-10,82259.87,COALINDIA
2018-03-31,85564.61,COALINDIA
2018-06-30,90473.73,COALINDIA
2018-08-11,90473.73,COALINDIA
2018-09-30,94209.42,COALINDIA
2018-12-31,97548.21,COALINDIA
2019-03-31,97548.21,COALINDIA
2019-05-30,99585.61,COALINDIA
2019-07-22,99585.61,COALINDIA
2019-08-13,100453.8,COALINDIA
2019-11-11,98952.43,COALINDIA
2020-02-11,97097.09,COALINDIA
2020-03-31,97097.09,COALINDIA
2020-06-26,96080.34,COALINDIA
2020-08-31,96080.34,COALINDIA
2020-09-02,89628.12,COALINDIA
2020-11-11,90398.56,COALINDIA
2021-02-11,90894.1,COALINDIA
2021-03-31,90894.1,COALINDIA
2021-06-14,90026.01,COALINDIA
2021-08-10,96821.39,COALINDIA
2021-08-17,96821.39,COALINDIA
2021-11-12,98959.4,COALINDIA
2022-02-14,103706.87,COALINDIA
2022-03-31,103706.87,COALINDIA
2022-05-25,109715.42,COALINDIA
2022-07-30,109715.42,COALINDIA
2022-08-10,119525.44,COALINDIA
2022-11-07,126072.43,COALINDIA
2023-01-31,132808.26,COALINDIA
2023-03-31,132808.26,COALINDIA
2023-05-07,138251.91,COALINDIA
2023-07-31,138251.91,COALINDIA
2023-08-08,139142.95,COALINDIA
2023-11-10,142081.29,COALINDIA
2024-02-12,143065.93,COALINDIA
2024-03-31,143065.93,COALINDIA
2024-05-02,142323.98,COALINDIA
2024-07-30,142323.98,COALINDIA
2024-07-31,142805.38,COALINDIA
2024-10-25,140701.85,COALINDIA
2025-01-27,140327.66,COALINDIA
2018-07-18,2355.12,COCHINSHIP
2018-11-12,2355.12,COCHINSHIP
2018-12-31,2355.12,COCHINSHIP
2019-03-31,2355.12,COCHINSHIP
2019-05-21,2355.12,COCHINSHIP
2019-07-17,2965.6,COCHINSHIP
2019-07-29,3040.39,COCHINSHIP
2019-11-12,3213.86,COCHINSHIP
2020-02-11,3392.84,COCHINSHIP
2020-03-31,3392.84,COCHINSHIP
2020-06-20,3421.09,COCHINSHIP
2020-08-10,3018.13,COCHINSHIP
2020-09-14,3018.13,COCHINSHIP
2020-11-12,2702.66,COCHINSHIP
