Date,OPM,Ticker
2007-09-30,21.35,BEL
2007-12-31,19.11,BEL
2008-03-31,31.09,BEL
2008-06-30,-6.18,BEL
2008-09-30,21.53,BEL
2008-12-31,25.07,BEL
2009-03-31,29.96,BEL
2009-06-30,10.06,BEL
2009-09-30,25.16,BEL
2009-12-31,24.88,BEL
2010-03-31,14.3,BEL
2010-06-30,9.92,BEL
2010-09-30,10.99,BEL
2010-12-31,16.23,BEL
2011-03-31,24.53,BEL
2011-06-30,4.56,BEL
2011-09-30,4.8,BEL
2011-12-31,8.98,BEL
2012-03-31,14.02,BEL
2012-06-30,-13.34,BEL
2012-09-30,-0.95,BEL
2012-12-31,10.9,BEL
2013-03-31,21.34,BEL
2013-06-30,-6.23,BEL
2013-09-30,0.16,BEL
2013-12-31,14.79,BEL
2014-03-31,24.54,BEL
2014-06-30,-4.5,BEL
2014-09-30,9.19,BEL
2014-12-31,17.29,BEL
2015-03-31,27.07,BEL
2015-06-30,0.71,BEL
2015-09-30,11.69,BEL
2015-12-31,17.33,BEL
2016-03-31,28.11,BEL
2016-06-30,-4.45,BEL
2016-09-30,19.87,BEL
2016-12-31,23.64,BEL
2017-03-31,24.57,BEL
2017-06-30,9.62,BEL
2017-09-30,23.97,BEL
2017-12-31,17.77,BEL
2018-03-31,21.98,BEL
2018-06-30,14.95,BEL
2018-09-30,25.37,BEL
2018-12-31,28.07,BEL
2019-03-31,24.56,BEL
2019-06-30,16.71,BEL
2019-09-30,19.97,BEL
2019-12-31,15.66,BEL
2020-03-31,25.68,BEL
2020-06-30,8.72,BEL
2020-09-30,19.63,BEL
2020-12-31,19.66,BEL
2021-03-31,28.64,BEL
2021-06-30,4.25,BEL
2021-09-30,23.49,BEL
2021-12-31,22.4,BEL
2022-03-31,24.88,BEL
2022-06-30,16.63,BEL
2022-09-30,21.92,BEL
2022-12-31,20.79,BEL
2023-03-31,28.27,BEL
2023-06-30,19.04,BEL
2023-09-30,25.3,BEL
2023-12-31,25.77,BEL
2024-03-31,26.71,BEL
2024-06-30,22.34,BEL
2024-09-30,30.4,BEL
2024-12-31,28.93,BEL
2005-03-31,23.9,BEML
2005-06-30,5.29,BEML
2005-09-30,7.32,BEML
2005-12-31,15.59,BEML
2006-03-31,13.09,BEML
2006-06-30,5.73,BEML
2006-09-30,8.13,BEML
2006-12-31,12.74,BEML
2007-03-31,14.05,BEML
2007-06-30,6.69,BEML
2007-09-30,7.24,BEML
2007-12-31,13.08,BEML
2008-03-31,14.48,BEML
2008-06-30,-9.65,BEML
2008-09-30,9.49,BEML
2008-12-31,9.19,BEML
2009-03-31,20.23,BEML
2009-06-30,2.49,BEML
2009-09-30,4.59,BEML
2009-12-31,11.15,BEML
2010-03-31,12.72,BEML
2010-06-30,3.04,BEML
2010-09-30,2.69,BEML
2010-12-31,9.72,BEML
2011-03-31,-3.31,BEML
2011-06-30,5.09,BEML
2011-09-30,4.38,BEML
2011-12-31,11.77,BEML
2012-03-31,-0.81,BEML
2012-06-30,-3.56,BEML
2012-09-30,-6.23,BEML
2012-12-31,-3.97,BEML
2013-03-31,3.0,BEML
2013-06-30,0.78,BEML
2013-09-30,-0.01,BEML
2013-12-31,5.06,BEML
2014-03-31,6.36,BEML
2014-06-30,-13.42,BEML
2014-09-30,-6.89,BEML
2014-12-31,0.93,BEML
2015-03-31,12.74,BEML
2015-06-30,-8.53,BEML
2015-09-30,-1.13,BEML
2015-12-31,2.75,BEML
2016-03-31,15.6,BEML
2016-06-30,-25.39,BEML
2016-09-30,-0.02,BEML
2016-12-31,4.71,BEML
2017-03-31,15.16,BEML
2017-06-30,-10.06,BEML
2017-09-30,4.89,BEML
2017-12-31,5.68,BEML
2018-03-31,19.12,BEML
2018-06-30,-30.65,BEML
2018-09-30,6.1,BEML
2018-12-31,8.36,BEML
2019-03-31,18.65,BEML
2019-06-30,-13.46,BEML
2019-09-30,-1.06,BEML
2019-12-31,3.74,BEML
2020-03-31,13.38,BEML
2020-06-30,-30.27,BEML
2020-09-30,5.7,BEML
2020-12-31,5.88,BEML
2021-03-31,11.45,BEML
2021-06-30,-18.24,BEML
2021-09-30,2.67,BEML
2021-12-31,9.85,BEML
2022-03-31,13.64,BEML
2022-06-30,-8.34,BEML
2022-09-30,5.19,BEML
2022-12-31,8.63,BEML
2023-03-31,20.66,BEML
2023-06-30,-8.76,BEML
2023-09-30,6.44,BEML
2023-12-31,5.34,BEML
2024-03-31,24.47,BEML
2024-06-30,-7.91,BEML
2024-09-30,8.48,BEML
2024-12-31,6.89,BEML
2005-03-31,11.3,BERGEPAINT
2005-06-30,10.94,BERGEPAINT
2005-09-30,12.1,BERGEPAINT
2005-12-31,11.4,BERGEPAINT
2006-03-31,9.96,BERGEPAINT
2006-06-30,10.32,BERGEPAINT
2006-09-30,10.18,BERGEPAINT
2006-12-31,10.77,BERGEPAINT
2007-03-31,10.56,BERGEPAINT
2007-06-30,10.41,BERGEPAINT
2007-09-30,10.31,BERGEPAINT
2007-12-31,9.81,BERGEPAINT
2008-03-31,10.62,BERGEPAINT
2008-06-30,8.39,BERGEPAINT
2008-09-30,9.58,BERGEPAINT
2008-12-31,7.87,BERGEPAINT
2009-03-31,9.1,BERGEPAINT
2009-06-30,11.62,BERGEPAINT
2009-09-30,11.41,BERGEPAINT
2009-12-31,11.17,BERGEPAINT
2010-03-31,9.17,BERGEPAINT
2010-06-30,10.39,BERGEPAINT
2010-09-30,11.12,BERGEPAINT
2010-12-31,11.0,BERGEPAINT
2011-03-31,9.57,BERGEPAINT
2011-06-30,9.08,BERGEPAINT
2011-09-30,10.73,BERGEPAINT
2011-12-31,10.91,BERGEPAINT
2012-03-31,9.93,BERGEPAINT
2012-06-30,9.5,BERGEPAINT
2012-09-30,11.11,BERGEPAINT
2012-12-31,12.69,BERGEPAINT
2013-03-31,10.86,BERGEPAINT
2013-06-30,9.88,BERGEPAINT
2013-09-30,10.78,BERGEPAINT
2013-12-31,12.77,BERGEPAINT
2014-03-31,10.97,BERGEPAINT
2014-06-30,10.81,BERGEPAINT
2014-09-30,11.4,BERGEPAINT
2014-12-31,13.34,BERGEPAINT
2015-03-31,11.64,BERGEPAINT
2015-06-30,14.34,BERGEPAINT
2015-09-30,14.29,BERGEPAINT
2015-12-31,17.16,BERGEPAINT
2016-03-31,15.14,BERGEPAINT
2016-06-30,17.45,BERGEPAINT
2016-09-30,15.59,BERGEPAINT
2016-12-31,15.63,BERGEPAINT
2017-03-31,14.48,BERGEPAINT
2017-06-30,14.84,BERGEPAINT
2017-09-30,15.54,BERGEPAINT
2017-12-31,16.63,BERGEPAINT
2018-03-31,14.85,BERGEPAINT
2018-06-30,16.14,BERGEPAINT
2018-09-30,14.77,BERGEPAINT
2018-12-31,15.42,BERGEPAINT
2019-03-31,15.3,BERGEPAINT
2019-06-30,17.77,BERGEPAINT
2019-09-30,15.6,BERGEPAINT
2019-12-31,17.23,BERGEPAINT
2020-03-31,15.2,BERGEPAINT
2020-06-30,9.41,BERGEPAINT
2020-09-30,19.18,BERGEPAINT
2020-12-31,19.59,BERGEPAINT
2021-03-31,16.51,BERGEPAINT
2021-06-30,13.22,BERGEPAINT
2021-09-30,15.91,BERGEPAINT
2021-12-31,15.35,BERGEPAINT
2022-03-31,15.84,BERGEPAINT
2022-06-30,14.67,BERGEPAINT
2022-09-30,13.63,BERGEPAINT
2022-12-31,12.98,BERGEPAINT
2023-03-31,14.18,BERGEPAINT
2023-06-30,18.38,BERGEPAINT
2023-09-30,17.12,BERGEPAINT
2023-12-31,16.66,BERGEPAINT
2024-03-31,13.92,BERGEPAINT
2024-06-30,16.9,BERGEPAINT
2024-09-30,15.65,BERGEPAINT
2024-12-31,15.86,BERGEPAINT
2005-03-31,24.69,BHARATFORG
2005-06-30,24.35,BHARATFORG
2005-09-30,25.79,BHARATFORG
2005-12-31,14.68,BHARATFORG
2006-06-30,15.42,BHARATFORG
2006-09-30,16.56,BHARATFORG
2006-12-31,16.42,BHARATFORG
2007-03-31,15.55,BHARATFORG
2007-06-30,13.81,BHARATFORG
2007-09-30,18.03,BHARATFORG
2007-12-31,16.44,BHARATFORG
2008-03-31,14.67,BHARATFORG
2008-06-30,10.31,BHARATFORG
2008-09-30,14.39,BHARATFORG
2008-12-31,10.15,BHARATFORG
2009-03-31,2.88,BHARATFORG
2018-06-30,19.98,BHARATFORG
2018-09-30,19.87,BHARATFORG
2018-12-31,18.59,BHARATFORG
2019-03-31,22.0,BHARATFORG
2019-06-30,17.39,BHARATFORG
2019-09-30,15.15,BHARATFORG
2019-12-31,11.67,BHARATFORG
2020-03-31,7.27,BHARATFORG
2020-06-30,-1.39,BHARATFORG
2020-09-30,12.08,BHARATFORG
2020-12-31,16.25,BHARATFORG
2021-03-31,19.26,BHARATFORG
2021-06-30,20.93,BHARATFORG
2021-09-30,20.92,BHARATFORG
2021-12-31,20.85,BHARATFORG
2022-03-31,15.2,BHARATFORG
2022-06-30,14.92,BHARATFORG
2022-09-30,14.03,BHARATFORG
2022-12-31,13.09,BHARATFORG
2023-03-31,12.07,BHARATFORG
2023-06-30,15.36,BHARATFORG
2023-09-30,16.47,BHARATFORG
2023-12-31,18.05,BHARATFORG
2024-03-31,15.45,BHARATFORG
2024-06-30,18.05,BHARATFORG
2024-09-30,17.53,BHARATFORG
2024-12-31,17.92,BHARATFORG
2005-03-31,39.12,BHARTIARTL
2005-06-30,35.94,BHARTIARTL
2005-09-30,35.91,BHARTIARTL
2005-12-31,35.4,BHARTIARTL
2006-03-31,30.5,BHARTIARTL
2006-06-30,38.06,BHARTIARTL
2006-09-30,37.82,BHARTIARTL
2006-12-31,40.3,BHARTIARTL
2007-03-31,40.93,BHARTIARTL
2007-06-30,40.85,BHARTIARTL
2007-09-30,42.01,BHARTIARTL
2007-12-31,41.8,BHARTIARTL
2008-03-31,40.56,BHARTIARTL
2008-06-30,40.78,BHARTIARTL
2008-09-30,40.29,BHARTIARTL
2008-12-31,40.09,BHARTIARTL
2009-03-31,39.33,BHARTIARTL
2009-06-30,40.56,BHARTIARTL
2009-09-30,40.78,BHARTIARTL
2009-12-31,39.25,BHARTIARTL
2010-03-31,37.93,BHARTIARTL
2010-06-30,36.98,BHARTIARTL
2010-09-30,33.73,BHARTIARTL
2010-12-31,31.73,BHARTIARTL
2011-03-31,33.63,BHARTIARTL
2011-06-30,33.6,BHARTIARTL
2011-09-30,33.66,BHARTIARTL
2011-12-31,32.19,BHARTIARTL
2012-03-31,33.26,BHARTIARTL
2012-06-30,29.54,BHARTIARTL
2012-09-30,30.59,BHARTIARTL
2012-12-31,29.8,BHARTIARTL
2013-03-31,30.93,BHARTIARTL
2013-06-30,32.24,BHARTIARTL
2013-09-30,32.2,BHARTIARTL
2013-12-31,32.33,BHARTIARTL
2014-03-31,32.88,BHARTIARTL
2014-06-30,33.59,BHARTIARTL
2014-09-30,33.7,BHARTIARTL
2014-12-31,33.52,BHARTIARTL
2015-03-31,35.21,BHARTIARTL
2015-06-30,34.77,BHARTIARTL
2015-09-30,34.59,BHARTIARTL
2015-12-31,35.06,BHARTIARTL
2016-03-31,36.5,BHARTIARTL
2016-06-30,37.37,BHARTIARTL
2016-09-30,37.76,BHARTIARTL
2016-12-31,36.35,BHARTIARTL
2017-03-31,35.62,BHARTIARTL
2017-06-30,35.33,BHARTIARTL
2017-09-30,36.24,BHARTIARTL
2017-12-31,36.76,BHARTIARTL
2018-03-31,35.63,BHARTIARTL
2018-06-30,33.95,BHARTIARTL
2018-09-30,30.4,BHARTIARTL
2018-12-31,30.25,BHARTIARTL
2019-03-31,32.08,BHARTIARTL
2019-06-30,39.71,BHARTIARTL
2019-09-30,41.82,BHARTIARTL
2019-12-31,39.89,BHARTIARTL
2020-03-31,41.24,BHARTIARTL
2020-06-30,43.48,BHARTIARTL
2020-09-30,43.0,BHARTIARTL
2020-12-31,44.62,BHARTIARTL
2021-03-31,47.9,BHARTIARTL
2021-06-30,48.34,BHARTIARTL
2021-09-30,48.75,BHARTIARTL
2021-12-31,49.23,BHARTIARTL
2022-03-31,50.92,BHARTIARTL
2022-06-30,50.39,BHARTIARTL
2022-09-30,50.96,BHARTIARTL
2022-12-31,50.51,BHARTIARTL
2023-03-31,51.92,BHARTIARTL
2023-06-30,52.35,BHARTIARTL
2023-09-30,52.68,BHARTIARTL
2023-12-31,52.28,BHARTIARTL
2024-03-31,51.5,BHARTIARTL
2024-06-30,51.18,BHARTIARTL
2024-09-30,52.68,BHARTIARTL
2024-12-31,54.5,BHARTIARTL
2023-03-31,44.44,BHARTIHEXA
2023-06-30,49.35,BHARTIHEXA
2023-09-30,47.51,BHARTIHEXA
2023-12-31,45.96,BHARTIHEXA
2024-03-31,46.99,BHARTIHEXA
2024-06-30,45.84,BHARTIHEXA
2024-09-30,47.76,BHARTIHEXA
2024-12-31,51.17,BHARTIHEXA
2005-03-31,18.55,BHEL
2005-06-30,8.86,BHEL
2005-09-30,14.7,BHEL
2005-12-31,18.3,BHEL
2006-03-31,21.65,BHEL
2006-06-30,11.96,BHEL
2006-09-30,13.67,BHEL
2006-12-31,21.41,BHEL
2007-03-31,22.94,BHEL
2007-06-30,9.61,BHEL
2007-09-30,17.53,BHEL
2007-12-31,20.1,BHEL
2008-03-31,21.61,BHEL
2008-06-30,10.41,BHEL
2008-09-30,14.93,BHEL
2008-12-31,18.66,BHEL
2009-03-31,18.49,BHEL
2009-06-30,10.44,BHEL
2009-09-30,18.31,BHEL
2009-12-31,21.6,BHEL
2010-03-31,20.6,BHEL
2010-06-30,14.62,BHEL
2010-09-30,19.23,BHEL
2010-12-31,22.96,BHEL
2011-03-31,22.44,BHEL
2011-06-30,14.11,BHEL
2011-09-30,17.77,BHEL
2011-12-31,19.11,BHEL
2012-03-31,25.33,BHEL
2012-06-30,14.25,BHEL
2012-09-30,17.98,BHEL
2012-12-31,15.99,BHEL
2013-03-31,24.22,BHEL
2013-06-30,6.02,BHEL
2013-09-30,4.58,BHEL
2013-12-31,11.42,BHEL
2014-03-31,18.14,BHEL
2014-06-30,4.23,BHEL
2014-09-30,4.75,BHEL
2014-12-31,4.74,BHEL
2015-03-31,13.12,BHEL
2015-06-30,-4.19,BHEL
2015-09-30,-7.37,BHEL
2015-12-31,-30.26,BHEL
2016-03-31,8.68,BHEL
2016-06-30,1.27,BHEL
2016-09-30,2.35,BHEL
2016-12-31,3.54,BHEL
2017-03-31,5.81,BHEL
2017-06-30,3.63,BHEL
2017-09-30,2.65,BHEL
2017-12-31,3.98,BHEL
2018-03-31,12.65,BHEL
2018-06-30,2.97,BHEL
2018-09-30,2.13,BHEL
2018-12-31,2.98,BHEL
2019-03-31,13.36,BHEL
2019-06-30,-5.95,BHEL
2019-09-30,4.26,BHEL
2019-12-31,5.75,BHEL
2020-03-31,-11.08,BHEL
2020-06-30,-53.2,BHEL
2020-09-30,-17.14,BHEL
2020-12-31,-4.05,BHEL
2021-03-31,-17.69,BHEL
2021-06-30,-16.39,BHEL
2021-09-30,-0.59,BHEL
2021-12-31,1.74,BHEL
2022-03-31,14.29,BHEL
2022-06-30,-3.64,BHEL
2022-09-30,-4.69,BHEL
2022-12-31,2.74,BHEL
2023-03-31,12.75,BHEL
2023-06-30,-3.56,BHEL
2023-09-30,-3.0,BHEL
2023-12-31,3.93,BHEL
2024-03-31,8.81,BHEL
2024-06-30,-3.09,BHEL
2024-09-30,4.18,BHEL
2024-12-31,4.18,BHEL
2021-06-30,7.78,BIKAJI
2021-09-30,10.44,BIKAJI
2021-12-31,5.53,BIKAJI
2022-03-31,10.14,BIKAJI
2022-06-30,7.35,BIKAJI
2022-09-30,11.13,BIKAJI
2022-12-31,10.85,BIKAJI
2023-03-31,13.38,BIKAJI
2023-06-30,13.65,BIKAJI
2023-09-30,14.41,BIKAJI
2023-12-31,12.01,BIKAJI
2024-03-31,26.24,BIKAJI
2024-06-30,16.0,BIKAJI
2024-09-30,14.8,BIKAJI
2024-12-31,7.76,BIKAJI
2005-03-31,28.08,BIOCON
2005-06-30,29.03,BIOCON
2005-09-30,29.37,BIOCON
2005-12-31,29.94,BIOCON
2006-03-31,28.23,BIOCON
2006-06-30,25.46,BIOCON
2006-09-30,26.48,BIOCON
2006-12-31,31.43,BIOCON
2007-03-31,30.81,BIOCON
2007-06-30,28.24,BIOCON
2007-09-30,28.98,BIOCON
2007-12-31,24.83,BIOCON
2008-03-31,31.41,BIOCON
2008-06-30,23.02,BIOCON
2008-09-30,17.57,BIOCON
2008-12-31,22.07,BIOCON
2009-03-31,21.2,BIOCON
2009-06-30,20.83,BIOCON
2009-09-30,19.65,BIOCON
2009-12-31,20.19,BIOCON
2010-03-31,20.02,BIOCON
2010-06-30,27.63,BIOCON
2010-09-30,31.04,BIOCON
2010-12-31,32.12,BIOCON
2011-03-31,27.79,BIOCON
2011-06-30,25.24,BIOCON
2011-09-30,24.36,BIOCON
2011-12-31,24.29,BIOCON
2012-03-31,23.55,BIOCON
2012-06-30,21.28,BIOCON
2012-09-30,24.3,BIOCON
2012-12-31,23.37,BIOCON
2013-03-31,17.6,BIOCON
2013-06-30,21.7,BIOCON
2013-09-30,23.74,BIOCON
2013-12-31,24.86,BIOCON
2014-03-31,24.1,BIOCON
2014-06-30,23.98,BIOCON
2014-09-30,22.84,BIOCON
2014-12-31,20.79,BIOCON
2015-03-31,22.11,BIOCON
2015-06-30,25.59,BIOCON
2015-09-30,21.44,BIOCON
2015-12-31,23.1,BIOCON
2016-03-31,21.65,BIOCON
2016-06-30,26.78,BIOCON
2016-09-30,25.38,BIOCON
2016-12-31,26.61,BIOCON
2017-03-31,20.26,BIOCON
2017-06-30,20.71,BIOCON
2017-09-30,18.82,BIOCON
2017-12-31,20.96,BIOCON
2018-03-31,19.92,BIOCON
2018-06-30,21.16,BIOCON
2018-09-30,25.64,BIOCON
2018-12-31,24.71,BIOCON
2019-03-31,25.63,BIOCON
2019-06-30,29.45,BIOCON
2019-09-30,25.1,BIOCON
2019-12-31,25.23,BIOCON
2020-03-31,19.92,BIOCON
2020-06-30,24.19,BIOCON
2020-09-30,22.08,BIOCON
2020-12-31,21.47,BIOCON
2021-03-31,19.87,BIOCON
2021-06-30,18.93,BIOCON
2021-09-30,21.47,BIOCON
2021-12-31,20.28,BIOCON
2022-03-31,22.37,BIOCON
2022-06-30,16.66,BIOCON
2022-09-30,19.07,BIOCON
2022-12-31,20.02,BIOCON
2023-03-31,25.36,BIOCON
2023-06-30,19.9,BIOCON
2023-09-30,20.72,BIOCON
2023-12-31,22.83,BIOCON
2024-03-31,23.31,BIOCON
2024-06-30,18.07,BIOCON
2024-09-30,19.09,BIOCON
2024-12-31,19.67,BIOCON
2005-03-31,13.39,BIRLACORPN
2005-06-30,15.52,BIRLACORPN
2005-09-30,10.22,BIRLACORPN
2005-12-31,9.69,BIRLACORPN
2006-03-31,20.68,BIRLACORPN
2006-06-30,29.44,BIRLACORPN
2006-09-30,26.84,BIRLACORPN
2006-12-31,34.31,BIRLACORPN
2007-03-31,34.31,BIRLACORPN
2007-06-30,35.13,BIRLACORPN
2007-09-30,38.06,BIRLACORPN
2007-12-31,34.77,BIRLACORPN
2008-03-31,27.73,BIRLACORPN
2008-06-30,29.14,BIRLACORPN
2008-09-30,21.47,BIRLACORPN
2008-12-31,23.54,BIRLACORPN
2009-03-31,24.6,BIRLACORPN
2009-06-30,36.72,BIRLACORPN
2009-09-30,38.79,BIRLACORPN
2009-12-31,29.72,BIRLACORPN
2010-03-31,31.66,BIRLACORPN
2010-06-30,29.39,BIRLACORPN
2010-09-30,17.13,BIRLACORPN
2010-12-31,20.52,BIRLACORPN
2011-03-31,17.09,BIRLACORPN
2011-06-30,27.61,BIRLACORPN
2011-09-30,6.63,BIRLACORPN
2011-12-31,13.31,BIRLACORPN
2012-03-31,13.63,BIRLACORPN
2012-06-30,20.35,BIRLACORPN
2012-09-30,18.69,BIRLACORPN
2012-12-31,9.58,BIRLACORPN
2013-03-31,11.58,BIRLACORPN
2013-06-30,9.96,BIRLACORPN
2013-09-30,9.54,BIRLACORPN
2013-12-31,5.39,BIRLACORPN
2014-03-31,8.94,BIRLACORPN
2014-06-30,16.44,BIRLACORPN
2014-09-30,9.22,BIRLACORPN
2014-12-31,5.25,BIRLACORPN
2015-03-31,5.78,BIRLACORPN
2015-06-30,7.66,BIRLACORPN
2015-09-30,8.04,BIRLACORPN
2015-12-31,7.32,BIRLACORPN
2016-03-31,11.65,BIRLACORPN
2016-06-30,15.18,BIRLACORPN
2016-09-30,13.7,BIRLACORPN
2016-12-31,11.22,BIRLACORPN
2017-03-31,16.6,BIRLACORPN
2017-06-30,16.48,BIRLACORPN
2017-09-30,14.35,BIRLACORPN
2017-12-31,9.55,BIRLACORPN
2018-03-31,15.63,BIRLACORPN
2018-06-30,14.89,BIRLACORPN
2018-09-30,12.67,BIRLACORPN
2018-12-31,13.3,BIRLACORPN
2019-03-31,16.53,BIRLACORPN
2019-06-30,20.42,BIRLACORPN
2019-09-30,19.18,BIRLACORPN
2019-12-31,17.18,BIRLACORPN
2020-03-31,20.39,BIRLACORPN
2020-06-30,19.08,BIRLACORPN
2020-09-30,23.13,BIRLACORPN
2020-12-31,18.56,BIRLACORPN
2021-03-31,18.38,BIRLACORPN
2021-06-30,19.64,BIRLACORPN
2021-09-30,15.74,BIRLACORPN
2021-12-31,12.71,BIRLACORPN
2022-03-31,12.22,BIRLACORPN
2022-06-30,11.77,BIRLACORPN
2022-09-30,4.7,BIRLACORPN
2022-12-31,7.16,BIRLACORPN
2023-03-31,11.14,BIRLACORPN
2023-06-30,12.37,BIRLACORPN
2023-09-30,12.64,BIRLACORPN
2023-12-31,16.38,BIRLACORPN
2024-03-31,17.8,BIRLACORPN
2024-06-30,11.79,BIRLACORPN
2024-09-30,9.08,BIRLACORPN
2024-12-31,10.99,BIRLACORPN
2015-03-31,5.2,BLS
2015-06-30,7.29,BLS
2015-09-30,6.78,BLS
2015-12-31,9.54,BLS
2016-03-31,4.79,BLS
2016-06-30,6.14,BLS
2016-09-30,8.07,BLS
2016-12-31,17.25,BLS
2017-03-31,17.57,BLS
2017-06-30,22.18,BLS
2017-09-30,23.24,BLS
2017-12-31,18.74,BLS
2018-03-31,16.67,BLS
2018-06-30,24.6,BLS
2018-09-30,19.93,BLS
2018-12-31,6.53,BLS
2019-03-31,4.48,BLS
2019-06-30,11.98,BLS
2019-09-30,14.19,BLS
2019-12-31,9.89,BLS
2020-03-31,4.7,BLS
2020-06-30,6.06,BLS
2020-09-30,10.04,BLS
2020-12-31,8.82,BLS
2021-03-31,6.99,BLS
2021-06-30,10.52,BLS
2021-09-30,14.48,BLS
2021-12-31,11.24,BLS
2022-03-31,13.8,BLS
2022-06-30,11.49,BLS
2022-09-30,15.91,BLS
2022-12-31,15.14,BLS
2023-03-31,14.83,BLS
2023-06-30,20.88,BLS
2023-09-30,21.27,BLS
2023-12-31,20.23,BLS
2024-03-31,20.16,BLS
2024-06-30,27.03,BLS
2024-09-30,33.13,BLS
2024-12-31,30.82,BLS
2005-03-31,11.76,BLUEDART
2005-06-30,17.17,BLUEDART
2018-06-30,9.39,BLUEDART
2018-09-30,8.44,BLUEDART
2018-12-31,10.41,BLUEDART
2019-03-31,7.62,BLUEDART
2019-06-30,14.38,BLUEDART
2019-09-30,15.77,BLUEDART
2019-12-31,16.55,BLUEDART
2020-03-31,12.71,BLUEDART
2020-06-30,-10.22,BLUEDART
2020-09-30,26.37,BLUEDART
2020-12-31,24.29,BLUEDART
2021-03-31,25.65,BLUEDART
2021-06-30,18.36,BLUEDART
2021-09-30,24.5,BLUEDART
2021-12-31,21.81,BLUEDART
2022-03-31,25.03,BLUEDART
2022-06-30,20.66,BLUEDART
2022-09-30,18.33,BLUEDART
2022-12-31,17.06,BLUEDART
2023-03-31,16.38,BLUEDART
2023-06-30,15.41,BLUEDART
2023-09-30,16.82,BLUEDART
2023-12-31,15.43,BLUEDART
2024-03-31,17.08,BLUEDART
2024-06-30,15.06,BLUEDART
2024-09-30,15.05,BLUEDART
2024-12-31,15.83,BLUEDART
2005-03-31,8.26,BLUESTARCO
2005-06-30,5.06,BLUESTARCO
2005-09-30,6.93,BLUESTARCO
2005-12-31,5.93,BLUESTARCO
2006-03-31,10.01,BLUESTARCO
2006-06-30,5.07,BLUESTARCO
2006-09-30,8.86,BLUESTARCO
2006-12-31,6.43,BLUESTARCO
2007-03-31,8.19,BLUESTARCO
2007-06-30,8.2,BLUESTARCO
2007-09-30,12.49,BLUESTARCO
2007-12-31,10.82,BLUESTARCO
2008-03-31,10.23,BLUESTARCO
2008-06-30,9.06,BLUESTARCO
2008-09-30,10.67,BLUESTARCO
2008-12-31,9.21,BLUESTARCO
2009-03-31,13.7,BLUESTARCO
2009-06-30,11.96,BLUESTARCO
2009-09-30,11.88,BLUESTARCO
2009-12-31,9.81,BLUESTARCO
2010-03-31,12.97,BLUESTARCO
2010-06-30,9.2,BLUESTARCO
2010-09-30,9.45,BLUESTARCO
2010-12-31,7.87,BLUESTARCO
2011-03-31,10.72,BLUESTARCO
2011-06-30,3.91,BLUESTARCO
2011-09-30,1.34,BLUESTARCO
2011-12-31,-1.51,BLUESTARCO
2012-03-31,-4.6,BLUESTARCO
2012-06-30,4.58,BLUESTARCO
2012-09-30,3.48,BLUESTARCO
2012-12-31,4.25,BLUESTARCO
2013-03-31,2.32,BLUESTARCO
2013-06-30,5.01,BLUESTARCO
2013-09-30,4.4,BLUESTARCO
2013-12-31,1.2,BLUESTARCO
2014-03-31,6.52,BLUESTARCO
2014-06-30,6.57,BLUESTARCO
2014-09-30,5.53,BLUESTARCO
2014-12-31,1.47,BLUESTARCO
2015-03-31,6.88,BLUESTARCO
2015-06-30,7.42,BLUESTARCO
2015-09-30,5.27,BLUESTARCO
2015-12-31,4.47,BLUESTARCO
2016-03-31,5.2,BLUESTARCO
2016-06-30,6.33,BLUESTARCO
2016-09-30,4.52,BLUESTARCO
2016-12-31,3.69,BLUESTARCO
2017-03-31,5.25,BLUESTARCO
2017-06-30,7.32,BLUESTARCO
2017-09-30,5.76,BLUESTARCO
2017-12-31,4.55,BLUESTARCO
2018-03-31,4.48,BLUESTARCO
2018-06-30,9.06,BLUESTARCO
2018-09-30,5.63,BLUESTARCO
2018-12-31,3.86,BLUESTARCO
2019-03-31,6.86,BLUESTARCO
2019-06-30,7.29,BLUESTARCO
2019-09-30,5.89,BLUESTARCO
2019-12-31,4.61,BLUESTARCO
2020-03-31,2.87,BLUESTARCO
2020-06-30,0.22,BLUESTARCO
2020-09-30,6.11,BLUESTARCO
2020-12-31,7.26,BLUESTARCO
2021-03-31,6.32,BLUESTARCO
2021-06-30,4.0,BLUESTARCO
2021-09-30,5.7,BLUESTARCO
2021-12-31,6.01,BLUESTARCO
2022-03-31,6.34,BLUESTARCO
2022-06-30,6.21,BLUESTARCO
2022-09-30,5.41,BLUESTARCO
2022-12-31,5.82,BLUESTARCO
2023-03-31,6.83,BLUESTARCO
2023-06-30,6.51,BLUESTARCO
2023-09-30,6.49,BLUESTARCO
2023-12-31,6.93,BLUESTARCO
2024-03-31,7.27,BLUESTARCO
2024-06-30,8.3,BLUESTARCO
2024-09-30,6.55,BLUESTARCO
2024-12-31,7.43,BLUESTARCO
2005-03-31,23.08,BOSCHLTD
2005-06-30,21.74,BOSCHLTD
2005-09-30,19.05,BOSCHLTD
2005-12-31,13.87,BOSCHLTD
2006-03-31,20.21,BOSCHLTD
2006-06-30,21.04,BOSCHLTD
2006-09-30,20.46,BOSCHLTD
2006-12-31,11.42,BOSCHLTD
2007-03-31,19.53,BOSCHLTD
2007-06-30,21.19,BOSCHLTD
2007-09-30,20.29,BOSCHLTD
2007-12-31,11.52,BOSCHLTD
2008-03-31,19.89,BOSCHLTD
