Date,GPM,Ticker
2015-03-31,27.37,DEEPAKNTR
2015-06-30,29.88,DEEPAKNTR
2015-09-30,30.12,DEEPAKNTR
2015-12-31,33.93,DEEPAKNTR
2016-03-31,34.28,DEEPAKNTR
2016-06-30,34.81,DEEPAKNTR
2016-09-30,35.71,DEEPAKNTR
2016-12-31,36.36,DEEPAKNTR
2017-03-31,31.87,DEEPAKNTR
2017-06-30,35.06,DEEPAKNTR
2017-09-30,35.03,DEEPAKNTR
2017-12-31,32.98,DEEPAKNTR
2018-03-31,32.48,DEEPAKNTR
2018-06-30,30.34,DEEPAKNTR
2018-09-30,36.24,DEEPAKNTR
2018-12-31,28.17,DEEPAKNTR
2019-03-31,31.94,DEEPAKNTR
2019-06-30,36.95,DEEPAKNTR
2019-09-30,38.94,DEEPAKNTR
2019-12-31,35.98,DEEPAKNTR
2020-03-31,36.85,DEEPAKNTR
2020-06-30,44.25,DEEPAKNTR
2020-09-30,43.89,DEEPAKNTR
2020-12-31,39.33,DEEPAKNTR
2021-03-31,41.91,DEEPAKNTR
2021-06-30,40.46,DEEPAKNTR
2021-09-30,31.34,DEEPAKNTR
2021-12-31,30.08,DEEPAKNTR
2022-03-31,31.33,DEEPAKNTR
2022-06-30,27.4,DEEPAKNTR
2022-09-30,22.76,DEEPAKNTR
2022-12-31,26.04,DEEPAKNTR
2023-03-31,28.23,DEEPAKNTR
2023-06-30,24.17,DEEPAKNTR
2023-09-30,27.79,DEEPAKNTR
2023-12-31,26.27,DEEPAKNTR
2024-03-31,25.36,DEEPAKNTR
2024-06-30,25.31,DEEPAKNTR
2024-09-30,25.97,DEEPAKNTR
2024-12-31,21.09,DEEPAKNTR
2021-03-31,99.78,DELHIVERY
2021-06-30,88.17,DELHIVERY
2021-09-30,98.84,DELHIVERY
2021-12-31,100.01,DELHIVERY
2022-03-31,100.0,DELHIVERY
2022-06-30,100.0,DELHIVERY
2022-09-30,100.0,DELHIVERY
2022-12-31,99.91,DELHIVERY
2023-03-31,100.0,DELHIVERY
2023-06-30,100.0,DELHIVERY
2023-09-30,100.0,DELHIVERY
2023-12-31,100.0,DELHIVERY
2024-03-31,100.0,DELHIVERY
2024-06-30,100.0,DELHIVERY
2024-09-30,100.0,DELHIVERY
2024-12-31,100.0,DELHIVERY
2020-09-30,67.78,DEVYANI
2020-12-31,68.66,DEVYANI
2021-03-31,71.37,DEVYANI
2021-06-30,71.19,DEVYANI
2021-09-30,71.0,DEVYANI
2021-12-31,71.37,DEVYANI
2022-03-31,71.26,DEVYANI
2022-06-30,71.09,DEVYANI
2022-09-30,70.18,DEVYANI
2022-12-31,69.34,DEVYANI
2023-03-31,69.59,DEVYANI
2023-06-30,70.85,DEVYANI
2023-09-30,70.8,DEVYANI
2023-12-31,70.61,DEVYANI
2024-03-31,69.19,DEVYANI
2024-06-30,69.15,DEVYANI
2024-09-30,69.34,DEVYANI
2024-12-31,68.7,DEVYANI
2005-03-31,50.61,DIVISLAB
2005-06-30,64.77,DIVISLAB
2005-09-30,48.3,DIVISLAB
2006-03-31,51.82,DIVISLAB
2006-06-30,49.19,DIVISLAB
2006-09-30,47.4,DIVISLAB
2006-12-31,55.53,DIVISLAB
2007-03-31,64.41,DIVISLAB
2007-06-30,55.99,DIVISLAB
2007-09-30,64.1,DIVISLAB
2007-12-31,57.35,DIVISLAB
2008-03-31,63.65,DIVISLAB
2008-06-30,66.3,DIVISLAB
2008-09-30,68.11,DIVISLAB
2008-12-31,63.18,DIVISLAB
2009-03-31,59.6,DIVISLAB
2009-06-30,60.9,DIVISLAB
2009-09-30,71.7,DIVISLAB
2009-12-31,73.22,DIVISLAB
2010-03-31,68.52,DIVISLAB
2010-06-30,62.24,DIVISLAB
2010-09-30,60.37,DIVISLAB
2010-12-31,62.8,DIVISLAB
2011-03-31,59.63,DIVISLAB
2011-12-31,61.74,DIVISLAB
2012-03-31,57.05,DIVISLAB
2012-12-31,60.15,DIVISLAB
2013-03-31,60.65,DIVISLAB
2013-12-31,63.19,DIVISLAB
2014-03-31,59.1,DIVISLAB
2014-12-31,59.74,DIVISLAB
2015-03-31,64.3,DIVISLAB
2018-06-30,62.94,DIVISLAB
2018-09-30,62.82,DIVISLAB
2018-12-31,65.16,DIVISLAB
2019-03-31,61.3,DIVISLAB
2019-06-30,61.1,DIVISLAB
2019-09-30,58.93,DIVISLAB
2019-12-31,60.81,DIVISLAB
2020-03-31,62.91,DIVISLAB
2020-06-30,63.03,DIVISLAB
2020-09-30,67.06,DIVISLAB
2020-12-31,69.05,DIVISLAB
2021-03-31,67.49,DIVISLAB
2021-06-30,67.25,DIVISLAB
2021-09-30,67.05,DIVISLAB
2021-12-31,66.65,DIVISLAB
2022-03-31,66.7,DIVISLAB
2022-06-30,64.04,DIVISLAB
2022-09-30,63.61,DIVISLAB
2022-12-31,56.73,DIVISLAB
2023-03-31,57.61,DIVISLAB
2023-06-30,61.3,DIVISLAB
2023-09-30,57.57,DIVISLAB
2023-12-31,60.7,DIVISLAB
2024-03-31,60.83,DIVISLAB
2024-06-30,59.73,DIVISLAB
2024-09-30,58.55,DIVISLAB
2024-12-31,60.24,DIVISLAB
2016-06-30,11.9,DIXON
2016-09-30,9.33,DIXON
2016-12-31,12.1,DIXON
2017-03-31,12.11,DIXON
2017-06-30,11.15,DIXON
2017-09-30,10.96,DIXON
2017-12-31,13.11,DIXON
2018-03-31,14.38,DIXON
2018-06-30,13.45,DIXON
2018-09-30,13.11,DIXON
2018-12-31,12.38,DIXON
2019-03-31,12.41,DIXON
2019-06-30,11.39,DIXON
2019-09-30,10.47,DIXON
2019-12-31,12.81,DIXON
2020-03-31,15.77,DIXON
2020-06-30,11.98,DIXON
2020-09-30,11.84,DIXON
2020-12-31,9.56,DIXON
2021-03-31,10.13,DIXON
2021-06-30,7.4,DIXON
2021-09-30,8.94,DIXON
2021-12-31,8.41,DIXON
2022-03-31,9.16,DIXON
2022-06-30,9.1,DIXON
2022-09-30,8.59,DIXON
2022-12-31,11.05,DIXON
2023-03-31,10.23,DIXON
2023-06-30,9.65,DIXON
2023-09-30,9.59,DIXON
2023-12-31,8.85,DIXON
2024-03-31,9.35,DIXON
2024-06-30,8.55,DIXON
2024-09-30,7.57,DIXON
2024-12-31,7.4,DIXON
2007-06-30,100.0,DLF
2007-09-30,100.0,DLF
2007-12-31,100.0,DLF
2008-03-31,100.0,DLF
2008-06-30,100.0,DLF
2008-09-30,100.0,DLF
2008-12-31,100.0,DLF
2009-03-31,100.0,DLF
2009-06-30,100.0,DLF
2009-09-30,100.0,DLF
2009-12-31,100.0,DLF
2010-03-31,69.56,DLF
2010-06-30,63.83,DLF
2010-09-30,57.19,DLF
2010-12-31,69.21,DLF
2011-03-31,47.49,DLF
2011-06-30,61.48,DLF
2011-09-30,62.62,DLF
2011-12-31,60.17,DLF
2012-03-31,51.53,DLF
2012-06-30,100.0,DLF
2012-09-30,100.0,DLF
2012-12-31,100.0,DLF
2013-03-31,100.0,DLF
2013-06-30,100.0,DLF
2013-09-30,100.0,DLF
2013-12-31,53.89,DLF
2014-03-31,47.58,DLF
2014-06-30,58.68,DLF
2014-09-30,58.43,DLF
2014-12-31,56.69,DLF
2015-03-31,54.58,DLF
2015-06-30,47.07,DLF
2015-09-30,63.71,DLF
2015-12-31,60.58,DLF
2016-03-31,45.41,DLF
2016-06-30,51.98,DLF
2016-09-30,64.59,DLF
2016-12-31,64.56,DLF
2017-03-31,50.28,DLF
2017-06-30,57.82,DLF
2017-09-30,68.01,DLF
2017-12-31,64.89,DLF
2018-03-31,17.53,DLF
2018-06-30,37.29,DLF
2018-09-30,44.26,DLF
2018-12-31,43.26,DLF
2019-03-31,37.83,DLF
2019-06-30,42.21,DLF
2019-09-30,48.4,DLF
2019-12-31,42.77,DLF
2020-03-31,43.45,DLF
2020-06-30,33.58,DLF
2020-09-30,45.16,DLF
2020-12-31,52.6,DLF
2021-03-31,49.17,DLF
2021-06-30,53.42,DLF
2021-09-30,50.45,DLF
2021-12-31,52.91,DLF
2022-03-31,51.48,DLF
2022-06-30,53.37,DLF
2022-09-30,59.84,DLF
2022-12-31,58.72,DLF
2023-03-31,57.31,DLF
2023-06-30,51.64,DLF
2023-09-30,56.98,DLF
2023-12-31,56.35,DLF
2024-03-31,59.64,DLF
2024-06-30,51.43,DLF
2024-09-30,45.31,DLF
2024-12-31,51.71,DLF
2016-03-31,14.16,DMART
2016-06-30,15.8,DMART
2016-09-30,15.17,DMART
2016-12-31,15.08,DMART
2017-03-31,14.4,DMART
2018-06-30,15.89,DMART
2018-09-30,14.63,DMART
2018-12-31,14.96,DMART
2019-03-31,14.66,DMART
2019-06-30,16.38,DMART
2019-09-30,15.38,DMART
2019-12-31,15.32,DMART
2020-03-31,13.59,DMART
2020-06-30,14.22,DMART
2020-09-30,14.52,DMART
2020-12-31,15.5,DMART
2021-03-31,14.79,DMART
2021-06-30,13.11,DMART
2021-09-30,14.94,DMART
2021-12-31,15.42,DMART
2022-03-31,14.96,DMART
2022-06-30,16.34,DMART
2022-09-30,15.13,DMART
2022-12-31,14.85,DMART
2023-03-31,14.05,DMART
2023-06-30,15.19,DMART
2023-09-30,14.67,DMART
2023-12-31,14.88,DMART
2024-03-31,14.45,DMART
2024-06-30,15.59,DMART
2024-09-30,14.92,DMART
2024-12-31,14.73,DMART
2022-12-31,37.93,DOMS
2023-03-31,39.48,DOMS
2023-06-30,38.43,DOMS
2023-09-30,41.08,DOMS
2023-12-31,44.11,DOMS
2024-03-31,43.99,DOMS
2024-06-30,43.09,DOMS
2024-09-30,43.4,DOMS
2024-12-31,43.54,DOMS
2005-03-31,65.89,DRREDDY
2005-06-30,65.85,DRREDDY
2005-09-30,67.24,DRREDDY
2005-12-31,65.78,DRREDDY
2006-03-31,63.04,DRREDDY
2006-06-30,57.11,DRREDDY
2006-09-30,51.56,DRREDDY
2006-12-31,54.81,DRREDDY
2007-03-31,68.42,DRREDDY
2007-06-30,69.08,DRREDDY
2007-09-30,63.87,DRREDDY
2007-12-31,59.46,DRREDDY
2008-03-31,63.19,DRREDDY
2008-06-30,64.28,DRREDDY
2008-09-30,63.75,DRREDDY
2008-12-31,68.36,DRREDDY
2009-03-31,66.85,DRREDDY
2009-06-30,69.11,DRREDDY
2009-09-30,61.7,DRREDDY
2009-12-31,65.6,DRREDDY
2010-03-31,69.31,DRREDDY
2010-06-30,70.08,DRREDDY
2010-09-30,69.49,DRREDDY
2010-12-31,70.17,DRREDDY
2011-03-31,70.22,DRREDDY
2011-06-30,70.53,DRREDDY
2011-09-30,69.1,DRREDDY
2011-12-31,72.91,DRREDDY
2012-03-31,67.73,DRREDDY
2012-06-30,69.32,DRREDDY
2012-09-30,69.29,DRREDDY
2012-12-31,68.65,DRREDDY
2013-03-31,65.93,DRREDDY
2013-06-30,73.64,DRREDDY
2013-09-30,75.55,DRREDDY
2013-12-31,78.27,DRREDDY
2014-03-31,76.09,DRREDDY
2014-06-30,77.7,DRREDDY
2014-09-30,76.45,DRREDDY
2014-12-31,74.98,DRREDDY
2015-03-31,71.85,DRREDDY
2015-06-30,77.4,DRREDDY
2015-09-30,76.92,DRREDDY
2015-12-31,75.37,DRREDDY
2016-03-31,74.57,DRREDDY
2016-06-30,76.69,DRREDDY
2016-09-30,76.01,DRREDDY
2016-12-31,78.09,DRREDDY
2017-03-31,72.17,DRREDDY
2017-06-30,71.22,DRREDDY
2017-09-30,70.87,DRREDDY
2017-12-31,72.96,DRREDDY
2018-03-31,71.67,DRREDDY
2018-06-30,73.11,DRREDDY
2018-09-30,72.45,DRREDDY
2018-12-31,69.58,DRREDDY
2019-03-31,68.67,DRREDDY
2019-06-30,68.72,DRREDDY
2019-09-30,70.89,DRREDDY
2019-12-31,67.81,DRREDDY
2020-03-31,65.58,DRREDDY
2020-06-30,70.19,DRREDDY
2020-09-30,67.82,DRREDDY
2020-12-31,66.86,DRREDDY
2021-03-31,67.67,DRREDDY
2021-06-30,65.58,DRREDDY
2021-09-30,64.96,DRREDDY
2021-12-31,66.01,DRREDDY
2022-03-31,65.34,DRREDDY
2022-06-30,63.48,DRREDDY
2022-09-30,70.83,DRREDDY
2022-12-31,70.52,DRREDDY
2023-03-31,69.94,DRREDDY
2023-06-30,71.33,DRREDDY
2023-09-30,70.98,DRREDDY
2023-12-31,69.93,DRREDDY
2024-03-31,70.59,DRREDDY
2024-06-30,71.65,DRREDDY
2024-09-30,70.56,DRREDDY
2024-12-31,69.2,DRREDDY
2020-03-31,100.0,EASEMYTRIP
2020-06-30,100.0,EASEMYTRIP
2020-09-30,100.0,EASEMYTRIP
2020-12-31,100.0,EASEMYTRIP
2021-03-31,100.0,EASEMYTRIP
2021-06-30,100.0,EASEMYTRIP
2021-09-30,100.0,EASEMYTRIP
2021-12-31,100.0,EASEMYTRIP
2022-03-31,99.77,EASEMYTRIP
2022-06-30,99.75,EASEMYTRIP
2022-09-30,99.71,EASEMYTRIP
2022-12-31,99.73,EASEMYTRIP
2023-03-31,99.45,EASEMYTRIP
2023-06-30,99.67,EASEMYTRIP
2023-09-30,99.7,EASEMYTRIP
2023-12-31,99.61,EASEMYTRIP
2024-03-31,99.53,EASEMYTRIP
2024-06-30,99.63,EASEMYTRIP
2024-09-30,99.52,EASEMYTRIP
2024-12-31,99.39,EASEMYTRIP
2007-06-30,100.0,ECLERX
2007-09-30,100.0,ECLERX
2007-12-31,100.0,ECLERX
2008-03-31,100.0,ECLERX
2008-06-30,100.0,ECLERX
2008-09-30,100.0,ECLERX
2008-12-31,100.0,ECLERX
2009-03-31,100.0,ECLERX
2009-06-30,100.0,ECLERX
2009-09-30,100.0,ECLERX
2009-12-31,100.0,ECLERX
2010-03-31,100.0,ECLERX
2010-06-30,100.0,ECLERX
2010-09-30,100.0,ECLERX
2010-12-31,100.0,ECLERX
2011-03-31,100.0,ECLERX
2011-06-30,100.0,ECLERX
2011-09-30,100.0,ECLERX
2011-12-31,100.0,ECLERX
2012-03-31,100.0,ECLERX
2012-06-30,100.0,ECLERX
2012-09-30,100.0,ECLERX
2012-12-31,100.0,ECLERX
2013-03-31,100.0,ECLERX
2013-06-30,100.0,ECLERX
2013-09-30,100.0,ECLERX
2013-12-31,100.0,ECLERX
2014-03-31,100.0,ECLERX
2014-06-30,100.0,ECLERX
2014-09-30,100.0,ECLERX
2014-12-31,100.0,ECLERX
2015-03-31,100.0,ECLERX
2015-06-30,100.0,ECLERX
2015-09-30,100.0,ECLERX
2015-12-31,100.0,ECLERX
2016-03-31,100.0,ECLERX
2016-06-30,100.0,ECLERX
2016-09-30,100.0,ECLERX
2016-12-31,100.0,ECLERX
2017-03-31,100.0,ECLERX
2017-06-30,100.0,ECLERX
2017-09-30,100.0,ECLERX
2017-12-31,100.0,ECLERX
2018-03-31,100.0,ECLERX
2018-06-30,100.0,ECLERX
2018-09-30,100.0,ECLERX
2018-12-31,100.0,ECLERX
2019-03-31,100.0,ECLERX
2019-06-30,100.0,ECLERX
2019-09-30,100.0,ECLERX
2019-12-31,100.0,ECLERX
2020-03-31,100.0,ECLERX
2020-06-30,100.0,ECLERX
2020-09-30,100.0,ECLERX
2020-12-31,100.0,ECLERX
2021-03-31,100.0,ECLERX
2021-06-30,100.0,ECLERX
2021-09-30,100.0,ECLERX
2021-12-31,100.0,ECLERX
2022-03-31,100.0,ECLERX
2022-06-30,100.0,ECLERX
2022-09-30,100.0,ECLERX
2022-12-31,100.0,ECLERX
2023-03-31,100.0,ECLERX
2023-06-30,100.0,ECLERX
2023-09-30,100.0,ECLERX
2023-12-31,100.0,ECLERX
2024-03-31,100.0,ECLERX
2024-06-30,100.0,ECLERX
2024-09-30,100.0,ECLERX
2024-12-31,100.0,ECLERX
2005-03-31,24.07,EICHERMOT
2005-06-30,24.56,EICHERMOT
2005-09-30,24.49,EICHERMOT
2005-12-31,25.56,EICHERMOT
2006-03-31,26.68,EICHERMOT
2006-06-30,27.47,EICHERMOT
2006-09-30,28.09,EICHERMOT
2006-12-31,27.19,EICHERMOT
2007-03-31,25.78,EICHERMOT
2007-06-30,30.24,EICHERMOT
2007-09-30,30.0,EICHERMOT
2007-12-31,28.76,EICHERMOT
2008-03-31,27.92,EICHERMOT
2008-06-30,26.32,EICHERMOT
2008-09-30,29.19,EICHERMOT
2008-12-31,22.32,EICHERMOT
2009-03-31,25.15,EICHERMOT
2009-06-30,28.42,EICHERMOT
2009-09-30,24.34,EICHERMOT
2009-12-31,25.0,EICHERMOT
2010-03-31,24.81,EICHERMOT
2010-06-30,24.91,EICHERMOT
2010-09-30,24.48,EICHERMOT
2010-12-31,25.8,EICHERMOT
2011-03-31,26.56,EICHERMOT
2011-06-30,27.31,EICHERMOT
2011-09-30,27.71,EICHERMOT
2011-12-31,28.02,EICHERMOT
2012-03-31,28.81,EICHERMOT
2012-06-30,28.59,EICHERMOT
2012-09-30,28.37,EICHERMOT
2012-12-31,27.23,EICHERMOT
2013-03-31,30.5,EICHERMOT
2013-06-30,30.1,EICHERMOT
2013-09-30,33.22,EICHERMOT
2013-12-31,33.69,EICHERMOT
2014-03-31,33.42,EICHERMOT
2014-06-30,33.31,EICHERMOT
2014-09-30,34.32,EICHERMOT
2014-12-31,34.9,EICHERMOT
2015-03-31,35.64,EICHERMOT
2015-06-30,42.79,EICHERMOT
2015-09-30,43.48,EICHERMOT
2015-12-31,46.08,EICHERMOT
2016-03-31,45.63,EICHERMOT
2016-06-30,46.56,EICHERMOT
2016-09-30,48.06,EICHERMOT
2016-12-31,47.18,EICHERMOT
2017-03-31,47.43,EICHERMOT
2017-06-30,47.15,EICHERMOT
2017-09-30,47.93,EICHERMOT
2017-12-31,48.98,EICHERMOT
2018-03-31,48.57,EICHERMOT
2018-06-30,48.52,EICHERMOT
2018-09-30,49.37,EICHERMOT
2018-12-31,49.1,EICHERMOT
2019-03-31,46.6,EICHERMOT
2019-06-30,46.38,EICHERMOT
2019-09-30,45.96,EICHERMOT
2019-12-31,45.59,EICHERMOT
2020-03-31,43.67,EICHERMOT
2020-06-30,38.76,EICHERMOT
2020-09-30,42.72,EICHERMOT
2020-12-31,41.64,EICHERMOT
2021-03-31,40.85,EICHERMOT
2021-06-30,42.15,EICHERMOT
2021-09-30,42.37,EICHERMOT
2021-12-31,40.29,EICHERMOT
2022-03-31,43.72,EICHERMOT
2022-06-30,43.99,EICHERMOT
2022-09-30,42.44,EICHERMOT
2022-12-31,41.8,EICHERMOT
2023-03-31,44.33,EICHERMOT
2023-06-30,44.13,EICHERMOT
2023-09-30,46.04,EICHERMOT
2023-12-31,45.97,EICHERMOT
2024-03-31,46.54,EICHERMOT
2024-06-30,46.37,EICHERMOT
2024-09-30,46.46,EICHERMOT
2024-12-31,45.07,EICHERMOT
2005-03-31,38.81,EIDPARRY
2005-06-30,48.46,EIDPARRY
2005-09-30,41.28,EIDPARRY
2005-12-31,41.1,EIDPARRY
2006-03-31,32.17,EIDPARRY
2006-06-30,36.31,EIDPARRY
2006-09-30,28.96,EIDPARRY
2006-12-31,28.95,EIDPARRY
2007-03-31,38.01,EIDPARRY
2007-06-30,49.99,EIDPARRY
2007-09-30,18.87,EIDPARRY
2007-12-31,25.36,EIDPARRY
2008-03-31,33.18,EIDPARRY
2008-06-30,25.01,EIDPARRY
2008-09-30,14.82,EIDPARRY
2008-12-31,11.8,EIDPARRY
2009-03-31,41.34,EIDPARRY
2009-06-30,22.01,EIDPARRY
2009-09-30,33.7,EIDPARRY
2009-12-31,27.21,EIDPARRY
2010-03-31,28.96,EIDPARRY
2010-06-30,26.5,EIDPARRY
2010-09-30,28.42,EIDPARRY
2010-12-31,23.15,EIDPARRY
2011-03-31,31.19,EIDPARRY
2011-06-30,25.85,EIDPARRY
2011-09-30,25.66,EIDPARRY
2011-12-31,22.0,EIDPARRY
2012-03-31,24.2,EIDPARRY
2012-06-30,29.05,EIDPARRY
2012-09-30,26.61,EIDPARRY
2012-12-31,23.02,EIDPARRY
2013-03-31,30.64,EIDPARRY
2013-06-30,26.26,EIDPARRY
2013-09-30,23.07,EIDPARRY
2013-12-31,25.58,EIDPARRY
2014-03-31,33.96,EIDPARRY
2014-06-30,26.65,EIDPARRY
2014-09-30,24.7,EIDPARRY
2014-12-31,23.45,EIDPARRY
2015-03-31,25.56,EIDPARRY
2015-06-30,21.1,EIDPARRY
2015-09-30,21.56,EIDPARRY
2015-12-31,20.48,EIDPARRY
2016-03-31,28.06,EIDPARRY
2016-06-30,28.27,EIDPARRY
2016-09-30,25.23,EIDPARRY
2016-12-31,29.36,EIDPARRY
2017-03-31,33.25,EIDPARRY
2017-06-30,25.14,EIDPARRY
2017-09-30,27.62,EIDPARRY
2017-12-31,28.71,EIDPARRY
2018-03-31,27.61,EIDPARRY
2018-06-30,24.63,EIDPARRY
2018-09-30,25.4,EIDPARRY
2018-12-31,29.98,EIDPARRY
2019-03-31,32.31,EIDPARRY
2019-06-30,27.55,EIDPARRY
2019-09-30,25.9,EIDPARRY
2019-12-31,31.16,EIDPARRY
2020-03-31,32.16,EIDPARRY
2020-06-30,26.49,EIDPARRY
2020-09-30,30.09,EIDPARRY
2020-12-31,29.56,EIDPARRY
2021-03-31,27.83,EIDPARRY
2021-06-30,28.85,EIDPARRY
2021-09-30,23.18,EIDPARRY
2021-12-31,23.08,EIDPARRY
2022-03-31,26.88,EIDPARRY
2022-06-30,23.39,EIDPARRY
2022-09-30,18.37,EIDPARRY
2022-12-31,19.23,EIDPARRY
2023-03-31,24.43,EIDPARRY
2023-06-30,23.66,EIDPARRY
2023-09-30,23.46,EIDPARRY
2023-12-31,19.04,EIDPARRY
2024-03-31,26.99,EIDPARRY
2024-06-30,21.99,EIDPARRY
2024-09-30,22.88,EIDPARRY
2024-12-31,21.52,EIDPARRY
2005-03-31,83.38,EIHOTEL
2005-06-30,81.44,EIHOTEL
2005-09-30,81.4,EIHOTEL
2005-12-31,84.39,EIHOTEL
2006-03-31,86.03,EIHOTEL
2006-06-30,82.98,EIHOTEL
2006-09-30,92.14,EIHOTEL
2006-12-31,95.36,EIHOTEL
2007-03-31,88.33,EIHOTEL
2007-06-30,83.18,EIHOTEL
2007-09-30,83.41,EIHOTEL
2007-12-31,86.62,EIHOTEL
2008-03-31,87.75,EIHOTEL
2008-06-30,84.81,EIHOTEL
2008-09-30,82.69,EIHOTEL
2008-12-31,83.77,EIHOTEL
2009-03-31,85.26,EIHOTEL
2009-06-30,76.18,EIHOTEL
2009-09-30,76.4,EIHOTEL
2009-12-31,80.01,EIHOTEL
2010-03-31,84.42,EIHOTEL
2010-06-30,75.32,EIHOTEL
2010-09-30,76.77,EIHOTEL
2010-12-31,82.05,EIHOTEL
2011-03-31,87.68,EIHOTEL
2011-06-30,85.36,EIHOTEL
2011-09-30,85.18,EIHOTEL
2011-12-31,87.17,EIHOTEL
2012-03-31,100.0,EIHOTEL
2012-06-30,100.0,EIHOTEL
2012-09-30,83.36,EIHOTEL
2012-12-31,86.03,EIHOTEL
2013-03-31,86.55,EIHOTEL
2013-06-30,100.0,EIHOTEL
2013-09-30,100.0,EIHOTEL
2013-12-31,85.54,EIHOTEL
2014-03-31,88.74,EIHOTEL
2014-06-30,84.49,EIHOTEL
2014-09-30,83.36,EIHOTEL
2014-12-31,86.4,EIHOTEL
2015-03-31,86.67,EIHOTEL
2015-06-30,85.09,EIHOTEL
2015-09-30,84.5,EIHOTEL
2015-12-31,86.23,EIHOTEL
2016-03-31,85.96,EIHOTEL
2016-06-30,83.87,EIHOTEL
2016-09-30,83.11,EIHOTEL
2016-12-31,85.82,EIHOTEL
2017-03-31,86.33,EIHOTEL
2017-06-30,84.57,EIHOTEL
2017-09-30,84.18,EIHOTEL
2017-12-31,86.78,EIHOTEL
2018-03-31,86.29,EIHOTEL
2018-06-30,85.69,EIHOTEL
2018-09-30,85.31,EIHOTEL
2018-12-31,87.84,EIHOTEL
2019-03-31,86.63,EIHOTEL
2019-06-30,85.92,EIHOTEL
2019-09-30,86.64,EIHOTEL
2019-12-31,88.54,EIHOTEL
2020-03-31,88.25,EIHOTEL
2020-06-30,82.31,EIHOTEL
2020-09-30,84.77,EIHOTEL
2020-12-31,85.18,EIHOTEL
2021-03-31,85.31,EIHOTEL
2021-06-30,83.94,EIHOTEL
2021-09-30,85.7,EIHOTEL
2021-12-31,87.52,EIHOTEL
2022-03-31,86.53,EIHOTEL
2022-06-30,89.58,EIHOTEL
2022-09-30,89.02,EIHOTEL
2022-12-31,90.71,EIHOTEL
2023-03-31,91.71,EIHOTEL
2023-06-30,90.21,EIHOTEL
2023-09-30,90.48,EIHOTEL
2023-12-31,91.29,EIHOTEL
2024-03-31,91.31,EIHOTEL
2024-06-30,89.8,EIHOTEL
2024-09-30,90.35,EIHOTEL
2024-12-31,91.47,EIHOTEL
2005-03-31,36.04,ELECON
2005-06-30,34.47,ELECON
2005-09-30,34.23,ELECON
2005-12-31,32.25,ELECON
2006-03-31,30.69,ELECON
2006-06-30,34.81,ELECON
2006-09-30,33.97,ELECON
2006-12-31,33.71,ELECON
2007-03-31,29.89,ELECON
2007-06-30,33.14,ELECON
2007-09-30,34.49,ELECON
2007-12-31,36.53,ELECON
2008-03-31,30.57,ELECON
2008-06-30,34.8,ELECON
2008-09-30,33.61,ELECON
2008-12-31,37.0,ELECON
2009-03-31,33.29,ELECON
2009-06-30,33.6,ELECON
2009-09-30,29.89,ELECON
2009-12-31,31.81,ELECON
2010-03-31,29.43,ELECON
2010-06-30,31.3,ELECON
2010-09-30,33.02,ELECON
2010-12-31,32.9,ELECON
2011-03-31,34.73,ELECON
2011-06-30,36.9,ELECON
2011-09-30,34.71,ELECON
2011-12-31,34.56,ELECON
2012-03-31,31.11,ELECON
2012-06-30,33.99,ELECON
2012-09-30,38.6,ELECON
2012-12-31,39.83,ELECON
2013-03-31,30.04,ELECON
2013-06-30,44.45,ELECON
2013-09-30,52.23,ELECON
2013-12-31,48.5,ELECON
2014-03-31,40.92,ELECON
2014-06-30,40.48,ELECON
2014-09-30,35.29,ELECON
2014-12-31,38.31,ELECON
2015-03-31,38.26,ELECON
2015-06-30,50.25,ELECON
2015-09-30,55.88,ELECON
2015-12-31,50.73,ELECON
2016-03-31,52.14,ELECON
2016-06-30,57.93,ELECON
2016-09-30,58.36,ELECON
2016-12-31,50.87,ELECON
2017-03-31,53.99,ELECON
2017-06-30,49.44,ELECON
2017-09-30,48.92,ELECON
2017-12-31,51.21,ELECON
2018-03-31,59.02,ELECON
2018-06-30,54.7,ELECON
2018-09-30,55.33,ELECON
2018-12-31,54.07,ELECON
2019-03-31,51.48,ELECON
2019-06-30,57.52,ELECON
2019-09-30,53.94,ELECON
2019-12-31,59.56,ELECON
2020-03-31,48.8,ELECON
2020-06-30,60.86,ELECON
2020-09-30,53.4,ELECON
2020-12-31,51.35,ELECON
2021-03-31,52.68,ELECON
2021-06-30,53.56,ELECON
2021-09-30,52.46,ELECON
2021-12-31,53.72,ELECON
2022-03-31,51.6,ELECON
2022-06-30,56.23,ELECON
2022-09-30,53.35,ELECON
2022-12-31,55.25,ELECON
2023-03-31,49.2,ELECON
2023-06-30,56.29,ELECON
2023-09-30,53.85,ELECON
2023-12-31,55.64,ELECON
2024-03-31,56.22,ELECON
2024-06-30,58.82,ELECON
2024-09-30,52.68,ELECON
2024-12-31,57.28,ELECON
2005-03-31,35.58,ELGIEQUIP
2006-03-31,35.11,ELGIEQUIP
2006-06-30,37.36,ELGIEQUIP
2006-09-30,38.12,ELGIEQUIP
2006-12-31,35.98,ELGIEQUIP
2007-03-31,36.43,ELGIEQUIP
2007-06-30,36.38,ELGIEQUIP
2007-09-30,37.4,ELGIEQUIP
2007-12-31,36.66,ELGIEQUIP
2008-03-31,34.7,ELGIEQUIP
2008-06-30,37.34,ELGIEQUIP
