Date,BookValue,Ticker
2021-06-29,152.52,BANKINDIA
2021-08-03,152.52,BANKINDIA
2021-11-02,152.52,BANKINDIA
2022-02-04,152.52,BANKINDIA
2022-03-31,155.04,BANKINDIA
2022-05-24,155.04,BANKINDIA
2022-06-22,137.74,BANKINDIA
2022-08-02,137.74,BANKINDIA
2022-11-03,137.74,BANKINDIA
2023-01-17,137.74,BANKINDIA
2023-03-31,137.74,BANKINDIA
2023-05-06,137.74,BANKINDIA
2023-06-06,147.27,BANKINDIA
2023-07-28,147.27,BANKINDIA
2023-11-04,147.27,BANKINDIA
2024-02-02,147.27,BANKINDIA
2024-03-31,148.36,BANKINDIA
2024-05-10,148.36,BANKINDIA
2024-06-05,155.03,BANKINDIA
2024-08-03,155.03,BANKINDIA
2024-11-11,155.03,BANKINDIA
2025-01-24,155.03,BANKINDIA
2006-07-20,98.01,BASF
2007-03-31,98.01,BASF
2007-07-14,107.57,BASF
2008-03-31,107.57,BASF
2008-07-24,119.77,BASF
2009-03-31,119.77,BASF
2009-08-03,128.82,BASF
2010-03-31,133.28,BASF
2010-07-26,206.75,BASF
2019-06-30,206.75,BASF
2020-03-31,206.75,BASF
2020-09-30,372.33,BASF
2020-11-04,372.33,BASF
2021-02-09,372.33,BASF
2024-02-12,372.33,BASF
2024-03-31,744.7,BASF
2024-05-14,744.7,BASF
2024-07-15,744.7,BASF
2024-08-07,744.7,BASF
2024-09-30,810.58,BASF
2024-11-12,810.58,BASF
2025-02-04,810.58,BASF
2006-06-10,20.2,BATAINDIA
2006-12-31,20.2,BATAINDIA
2007-06-12,15.36,BATAINDIA
2007-12-31,15.36,BATAINDIA
2008-05-29,20.17,BATAINDIA
2008-12-31,20.17,BATAINDIA
2009-05-11,23.14,BATAINDIA
2009-12-31,23.14,BATAINDIA
2010-05-07,26.13,BATAINDIA
2010-12-31,26.13,BATAINDIA
2011-06-02,30.57,BATAINDIA
2011-12-31,30.57,BATAINDIA
2012-04-21,44.55,BATAINDIA
2012-12-31,44.55,BATAINDIA
2013-05-03,54.4,BATAINDIA
2013-12-31,54.4,BATAINDIA
2014-04-19,65.36,BATAINDIA
2015-03-31,65.36,BATAINDIA
2015-07-13,79.47,BATAINDIA
2016-03-31,79.47,BATAINDIA
2016-07-08,94.99,BATAINDIA
2017-03-31,94.99,BATAINDIA
2017-06-23,103.04,BATAINDIA
2018-03-31,103.04,BATAINDIA
2018-06-26,114.74,BATAINDIA
2018-11-02,114.74,BATAINDIA
2018-11-13,114.74,BATAINDIA
2019-03-31,114.74,BATAINDIA
2019-05-24,114.74,BATAINDIA
2019-07-08,135.52,BATAINDIA
2019-08-02,135.52,BATAINDIA
2019-09-30,134.12,BATAINDIA
2019-11-13,134.12,BATAINDIA
2020-02-06,134.12,BATAINDIA
2020-03-31,135.52,BATAINDIA
2020-05-25,135.52,BATAINDIA
2020-07-14,147.36,BATAINDIA
2020-08-07,147.36,BATAINDIA
2020-09-30,132.18,BATAINDIA
2020-11-10,132.18,BATAINDIA
2021-02-10,132.18,BATAINDIA
2021-03-31,147.36,BATAINDIA
2021-06-09,147.36,BATAINDIA
2021-07-19,136.79,BATAINDIA
2021-08-11,136.79,BATAINDIA
2021-09-30,130.59,BATAINDIA
2021-11-03,130.59,BATAINDIA
2022-02-08,130.59,BATAINDIA
2022-03-31,136.79,BATAINDIA
2022-05-25,136.79,BATAINDIA
2022-07-20,141.19,BATAINDIA
2022-08-11,141.19,BATAINDIA
2022-09-30,100.18,BATAINDIA
2022-11-10,100.18,BATAINDIA
2023-02-14,100.18,BATAINDIA
2023-03-31,141.19,BATAINDIA
2023-05-18,141.19,BATAINDIA
2023-07-25,111.9,BATAINDIA
2023-08-09,111.9,BATAINDIA
2023-09-30,109.17,BATAINDIA
2023-11-08,109.17,BATAINDIA
2024-02-01,109.17,BATAINDIA
2024-03-31,111.9,BATAINDIA
2024-05-29,111.9,BATAINDIA
2024-07-16,118.8,BATAINDIA
2024-08-06,118.8,BATAINDIA
2024-09-30,114.32,BATAINDIA
2024-11-04,114.32,BATAINDIA
2025-02-10,114.32,BATAINDIA
2006-05-20,73.29,BAYERCROP
2006-12-31,73.29,BAYERCROP
2007-05-25,84.51,BAYERCROP
2006-07-07,81.61,BBTC
2007-03-31,81.61,BBTC
2007-07-17,89.14,BBTC
2008-03-31,89.14,BBTC
2008-07-10,92.91,BBTC
2009-03-31,92.91,BBTC
2009-07-18,114.13,BBTC
2010-03-31,114.13,BBTC
2010-07-30,114.18,BBTC
2011-03-31,114.18,BBTC
2011-07-20,128.94,BBTC
2012-03-31,128.94,BBTC
2012-08-09,156.34,BBTC
2013-03-31,156.34,BBTC
2013-07-22,164.37,BBTC
2014-03-31,164.37,BBTC
2014-07-21,185.47,BBTC
2015-03-31,185.47,BBTC
2015-07-24,224.48,BBTC
2016-03-31,224.48,BBTC
2016-07-15,274.24,BBTC
2017-03-31,274.24,BBTC
2017-07-17,527.21,BBTC
2018-03-31,527.21,BBTC
2018-07-17,568.09,BBTC
2018-08-12,568.09,BBTC
2018-11-13,568.09,BBTC
2019-03-31,568.09,BBTC
2019-07-19,633.09,BBTC
2019-08-12,633.09,BBTC
2019-09-30,729.0,BBTC
2019-11-14,729.0,BBTC
2020-02-13,729.0,BBTC
2020-03-31,633.09,BBTC
2020-06-24,633.09,BBTC
2020-07-06,730.13,BBTC
2020-07-29,730.13,BBTC
2020-09-30,769.94,BBTC
2020-11-12,769.94,BBTC
2021-02-12,769.94,BBTC
2021-03-31,730.13,BBTC
2021-05-06,730.13,BBTC
2021-08-14,730.13,BBTC
2021-08-23,784.9,BBTC
2021-09-30,813.96,BBTC
2021-11-12,813.96,BBTC
2022-02-14,813.96,BBTC
2022-03-31,784.9,BBTC
2022-07-14,784.9,BBTC
2022-08-05,787.79,BBTC
2022-08-13,787.79,BBTC
2022-09-30,766.3,BBTC
2022-11-12,766.3,BBTC
2023-02-11,766.3,BBTC
2023-03-31,787.79,BBTC
2023-05-26,787.79,BBTC
2023-08-11,787.79,BBTC
2023-09-08,577.93,BBTC
2023-09-30,571.92,BBTC
2023-11-10,571.92,BBTC
2024-02-13,571.92,BBTC
2024-03-31,577.93,BBTC
2024-05-13,577.93,BBTC
2024-07-23,670.2,BBTC
2024-08-08,670.2,BBTC
2024-09-30,731.82,BBTC
2024-11-14,731.82,BBTC
2025-02-12,731.82,BBTC
2006-09-05,2.69,BEL
2007-03-31,2.69,BEL
2007-09-11,3.4,BEL
2008-03-31,3.4,BEL
2008-09-05,4.22,BEL
2009-03-31,4.22,BEL
2009-09-16,4.95,BEL
2010-03-31,4.95,BEL
2010-09-21,5.65,BEL
2011-03-31,5.65,BEL
2011-09-06,6.5,BEL
2012-03-31,6.5,BEL
2012-08-27,7.45,BEL
2013-03-31,7.45,BEL
2013-08-22,8.19,BEL
2014-03-31,8.19,BEL
2014-09-01,9.12,BEL
2015-03-31,9.12,BEL
2015-08-10,10.25,BEL
2016-03-31,10.45,BEL
2016-08-27,11.67,BEL
2017-03-31,11.65,BEL
2017-08-29,10.49,BEL
2018-03-31,10.52,BEL
2018-07-29,10.52,BEL
2018-08-31,10.97,BEL
2018-11-04,10.97,BEL
2019-01-30,10.97,BEL
2019-03-31,10.97,BEL
2019-05-29,10.97,BEL
2019-07-29,10.97,BEL
2019-08-23,12.6,BEL
2019-09-29,12.6,BEL
2019-09-30,12.66,BEL
2019-11-04,12.66,BEL
2019-12-31,13.78,BEL
2020-01-30,13.78,BEL
2020-03-31,12.6,BEL
2020-06-29,12.6,BEL
2020-07-27,12.6,BEL
2020-09-08,13.78,BEL
2020-09-30,13.85,BEL
2020-11-06,13.85,BEL
2021-01-28,13.85,BEL
2021-03-31,13.78,BEL
2021-06-22,13.78,BEL
2021-08-06,13.78,BEL
2021-09-04,15.13,BEL
2021-09-30,15.69,BEL
2021-10-29,15.69,BEL
2022-01-28,15.69,BEL
2022-03-31,15.13,BEL
2022-05-23,15.13,BEL
2022-07-16,15.13,BEL
2022-08-17,16.81,BEL
2022-09-30,17.69,BEL
2022-10-27,17.69,BEL
2023-01-28,17.69,BEL
2023-03-31,17.47,BEL
2023-05-20,17.47,BEL
2023-07-27,17.47,BEL
2023-08-05,18.96,BEL
2023-09-30,20.27,BEL
2023-10-28,20.27,BEL
2024-01-29,20.27,BEL
2024-03-31,18.96,BEL
2024-05-20,18.96,BEL
2024-07-29,18.96,BEL
2024-08-07,22.34,BEL
2024-09-30,24.16,BEL
2024-10-25,24.16,BEL
2025-01-30,24.16,BEL
2007-04-13,240.17,BEML
2007-08-17,282.34,BEML
2008-03-31,283.67,BEML
2008-09-29,410.93,BEML
2009-03-31,410.93,BEML
2009-11-18,461.57,BEML
2010-03-31,461.57,BEML
2010-08-03,491.17,BEML
2011-03-31,491.17,BEML
2011-08-17,515.0,BEML
2012-03-31,515.0,BEML
2012-09-13,522.92,BEML
2013-03-31,522.92,BEML
2013-08-24,499.95,BEML
2014-03-31,499.95,BEML
2014-08-25,500.25,BEML
2015-03-31,500.25,BEML
2015-08-22,499.22,BEML
2016-03-31,499.22,BEML
2016-08-20,511.88,BEML
2017-03-31,511.88,BEML
2017-08-31,524.61,BEML
2018-03-31,524.61,BEML
2018-06-30,524.61,BEML
2018-09-05,529.11,BEML
2018-09-30,488.18,BEML
2018-12-31,488.18,BEML
2019-03-31,529.11,BEML
2019-08-02,529.11,BEML
2019-09-04,525.81,BEML
2019-09-30,492.18,BEML
2019-10-02,492.18,BEML
2019-11-02,492.18,BEML
2020-02-11,492.18,BEML
2020-03-31,525.81,BEML
2020-06-27,525.81,BEML
2020-08-07,525.81,BEML
2020-09-04,541.53,BEML
2020-09-30,504.08,BEML
2020-11-06,504.08,BEML
2021-02-10,504.08,BEML
2021-03-31,541.53,BEML
2021-06-11,541.53,BEML
2021-08-06,541.53,BEML
2021-09-03,532.31,BEML
2021-09-30,509.14,BEML
2021-11-13,509.14,BEML
2022-02-10,509.14,BEML
2022-03-31,532.31,BEML
2022-05-27,532.31,BEML
2022-08-04,532.31,BEML
2022-09-03,566.51,BEML
2022-09-30,532.56,BEML
2022-11-09,532.56,BEML
2023-02-10,532.56,BEML
2023-03-31,566.51,BEML
2023-05-26,566.51,BEML
2023-08-11,566.51,BEML
2023-09-02,582.09,BEML
2023-09-30,569.05,BEML
2023-11-09,569.05,BEML
2024-02-08,569.05,BEML
2024-03-31,582.09,BEML
2024-05-12,582.09,BEML
2024-08-05,582.09,BEML
2024-08-30,641.34,BEML
2024-09-30,648.88,BEML
2024-11-11,648.88,BEML
2025-02-06,648.88,BEML
2007-08-03,2.7,BERGEPAINT
2008-03-31,2.7,BERGEPAINT
2008-07-21,3.38,BERGEPAINT
2009-03-31,3.38,BERGEPAINT
2009-08-03,3.64,BERGEPAINT
2009-12-31,3.64,BERGEPAINT
2010-03-31,3.69,BERGEPAINT
2010-07-26,5.13,BERGEPAINT
2010-09-30,5.13,BERGEPAINT
2010-12-31,5.13,BERGEPAINT
2011-03-31,5.13,BERGEPAINT
2011-07-14,5.93,BERGEPAINT
2011-08-02,5.93,BERGEPAINT
2011-11-02,5.93,BERGEPAINT
2012-01-31,5.93,BERGEPAINT
2012-03-31,5.93,BERGEPAINT
2012-05-30,5.93,BERGEPAINT
2012-07-16,6.8,BERGEPAINT
2012-08-02,6.8,BERGEPAINT
2012-09-30,6.8,BERGEPAINT
2013-02-02,6.8,BERGEPAINT
2013-03-31,6.81,BERGEPAINT
2013-05-30,6.81,BERGEPAINT
2013-07-16,8.19,BERGEPAINT
2013-08-02,8.19,BERGEPAINT
2013-11-01,8.19,BERGEPAINT
2014-02-01,8.19,BERGEPAINT
2014-03-31,8.19,BERGEPAINT
2014-06-30,8.19,BERGEPAINT
2014-07-11,9.62,BERGEPAINT
2014-09-30,10.69,BERGEPAINT
2014-12-31,10.69,BERGEPAINT
2015-03-31,9.62,BERGEPAINT
2015-06-30,9.62,BERGEPAINT
2015-07-14,10.82,BERGEPAINT
2015-09-30,12.15,BERGEPAINT
2015-12-31,12.15,BERGEPAINT
2016-03-31,10.82,BERGEPAINT
2016-06-30,10.82,BERGEPAINT
2016-07-09,13.41,BERGEPAINT
2016-09-30,14.19,BERGEPAINT
2016-12-31,14.18,BERGEPAINT
2017-03-31,13.65,BERGEPAINT
2017-06-30,13.65,BERGEPAINT
2017-07-13,16.32,BERGEPAINT
2017-09-30,16.66,BERGEPAINT
2018-02-06,16.66,BERGEPAINT
2018-03-31,16.32,BERGEPAINT
2018-05-30,16.32,BERGEPAINT
2018-07-10,18.83,BERGEPAINT
2018-08-03,18.83,BERGEPAINT
2018-09-30,19.12,BERGEPAINT
2018-11-01,19.12,BERGEPAINT
2019-02-01,19.12,BERGEPAINT
2019-03-31,18.83,BERGEPAINT
2019-05-30,18.83,BERGEPAINT
2019-07-11,20.97,BERGEPAINT
2019-08-05,20.97,BERGEPAINT
2019-09-30,20.97,BERGEPAINT
2019-11-05,20.97,BERGEPAINT
2020-02-05,20.97,BERGEPAINT
2020-03-31,20.97,BERGEPAINT
2020-06-23,20.97,BERGEPAINT
2020-08-14,20.97,BERGEPAINT
2020-09-03,22.82,BERGEPAINT
2020-09-30,24.6,BERGEPAINT
2020-11-05,24.6,BERGEPAINT
2021-02-09,24.6,BERGEPAINT
2021-03-31,22.82,BERGEPAINT
2021-05-26,22.82,BERGEPAINT
2021-08-06,28.97,BERGEPAINT
2021-09-30,29.7,BERGEPAINT
2021-11-10,29.7,BERGEPAINT
2022-02-09,29.7,BERGEPAINT
2022-03-31,28.97,BERGEPAINT
2022-05-26,28.97,BERGEPAINT
2022-08-03,33.69,BERGEPAINT
2022-08-04,33.69,BERGEPAINT
2022-09-30,35.18,BERGEPAINT
2022-11-10,35.18,BERGEPAINT
2023-02-02,35.18,BERGEPAINT
2023-03-31,33.69,BERGEPAINT
2023-05-15,33.69,BERGEPAINT
2023-07-21,38.55,BERGEPAINT
2023-08-09,38.55,BERGEPAINT
2023-09-30,41.54,BERGEPAINT
2023-11-02,41.54,BERGEPAINT
2024-02-06,41.54,BERGEPAINT
2024-03-31,38.72,BERGEPAINT
2024-05-15,38.72,BERGEPAINT
2024-07-22,46.14,BERGEPAINT
2024-08-09,46.14,BERGEPAINT
2024-09-30,47.96,BERGEPAINT
2024-11-05,47.96,BERGEPAINT
2025-02-11,47.96,BERGEPAINT
2007-07-14,33.23,BHARATFORG
2007-09-30,33.23,BHARATFORG
2007-12-31,33.23,BHARATFORG
2008-03-31,33.23,BHARATFORG
2008-06-30,33.23,BHARATFORG
2008-07-18,37.15,BHARATFORG
2008-09-30,37.15,BHARATFORG
2008-12-31,37.15,BHARATFORG
2009-03-31,37.15,BHARATFORG
2009-07-09,36.91,BHARATFORG
2010-03-31,36.91,BHARATFORG
2010-07-02,32.85,BHARATFORG
2011-03-31,32.9,BHARATFORG
2011-07-22,41.94,BHARATFORG
2012-03-31,41.94,BHARATFORG
2012-07-05,46.91,BHARATFORG
2013-03-31,46.91,BHARATFORG
2013-07-25,48.46,BHARATFORG
2014-03-31,48.46,BHARATFORG
2014-08-11,57.63,BHARATFORG
2015-03-31,57.63,BHARATFORG
2015-08-06,73.97,BHARATFORG
2016-03-31,73.97,BHARATFORG
2016-07-11,73.31,BHARATFORG
2017-03-31,73.31,BHARATFORG
2017-07-13,88.41,BHARATFORG
2018-03-31,89.41,BHARATFORG
2018-06-30,89.41,BHARATFORG
2018-07-07,99.91,BHARATFORG
2018-11-02,99.91,BHARATFORG
2018-12-31,99.91,BHARATFORG
2019-03-31,99.91,BHARATFORG
2019-05-20,99.91,BHARATFORG
2019-07-17,115.47,BHARATFORG
2019-08-13,115.47,BHARATFORG
2019-09-30,119.95,BHARATFORG
2019-11-08,119.95,BHARATFORG
2020-02-10,119.95,BHARATFORG
2020-03-31,115.47,BHARATFORG
2020-06-29,115.47,BHARATFORG
2020-08-12,115.47,BHARATFORG
2020-08-31,112.11,BHARATFORG
2020-09-30,113.61,BHARATFORG
2020-11-11,113.61,BHARATFORG
2021-02-12,113.61,BHARATFORG
2021-03-31,112.11,BHARATFORG
2021-06-04,112.11,BHARATFORG
2021-07-20,116.31,BHARATFORG
2021-08-12,116.31,BHARATFORG
2021-09-30,125.17,BHARATFORG
2021-11-12,125.17,BHARATFORG
2022-02-10,125.17,BHARATFORG
2022-03-31,116.31,BHARATFORG
2022-05-16,116.31,BHARATFORG
2022-07-20,141.13,BHARATFORG
2022-08-11,141.13,BHARATFORG
2022-09-30,140.87,BHARATFORG
2022-11-14,140.87,BHARATFORG
2023-02-14,140.87,BHARATFORG
2023-03-31,141.13,BHARATFORG
2023-05-05,141.13,BHARATFORG
2023-07-19,144.02,BHARATFORG
2023-08-09,144.02,BHARATFORG
2023-09-30,150.61,BHARATFORG
2023-11-06,150.61,BHARATFORG
2024-02-12,150.61,BHARATFORG
2024-03-31,144.02,BHARATFORG
2024-05-08,144.02,BHARATFORG
2024-07-17,154.0,BHARATFORG
2024-08-08,154.0,BHARATFORG
2024-09-30,156.29,BHARATFORG
2024-11-14,156.29,BHARATFORG
2025-02-12,152.2,BHARATFORG
2007-07-07,21.97,BHARTIARTL
2007-09-30,21.97,BHARTIARTL
2007-12-31,21.97,BHARTIARTL
2008-03-31,21.98,BHARTIARTL
2008-06-30,21.98,BHARTIARTL
2008-07-08,41.61,BHARTIARTL
2008-09-30,41.61,BHARTIARTL
2008-12-31,41.61,BHARTIARTL
2009-03-31,41.62,BHARTIARTL
2009-06-30,41.62,BHARTIARTL
2009-07-27,55.79,BHARTIARTL
2009-09-30,55.79,BHARTIARTL
2009-12-31,55.79,BHARTIARTL
2010-03-31,55.79,BHARTIARTL
2010-06-30,55.79,BHARTIARTL
2010-08-03,76.36,BHARTIARTL
2010-09-30,76.36,BHARTIARTL
2010-12-31,76.36,BHARTIARTL
2011-03-31,76.36,BHARTIARTL
2011-08-03,76.36,BHARTIARTL
2011-08-24,93.38,BHARTIARTL
2011-11-04,93.38,BHARTIARTL
2012-02-08,93.38,BHARTIARTL
2012-03-31,93.38,BHARTIARTL
2012-05-02,93.38,BHARTIARTL
2012-08-08,93.38,BHARTIARTL
2012-08-30,96.91,BHARTIARTL
2012-09-30,94.56,BHARTIARTL
2012-11-07,94.56,BHARTIARTL
2013-02-01,94.56,BHARTIARTL
2013-03-31,96.91,BHARTIARTL
2013-05-02,96.91,BHARTIARTL
2013-07-31,96.91,BHARTIARTL
2013-08-23,96.35,BHARTIARTL
2013-09-30,107.0,BHARTIARTL
2013-10-30,107.0,BHARTIARTL
2014-01-29,107.0,BHARTIARTL
2014-03-31,96.55,BHARTIARTL
2014-06-30,96.55,BHARTIARTL
2014-08-07,108.7,BHARTIARTL
2014-09-30,111.89,BHARTIARTL
2014-12-31,111.89,BHARTIARTL
2015-03-31,108.7,BHARTIARTL
2015-06-30,108.7,BHARTIARTL
2015-08-18,72.35,BHARTIARTL
2015-09-30,114.42,BHARTIARTL
2015-12-31,114.42,BHARTIARTL
2016-03-31,72.35,BHARTIARTL
2016-06-30,72.35,BHARTIARTL
2016-07-27,121.45,BHARTIARTL
2016-09-30,116.67,BHARTIARTL
2017-01-24,116.67,BHARTIARTL
2017-03-31,121.45,BHARTIARTL
2017-05-09,121.45,BHARTIARTL
2017-07-01,122.7,BHARTIARTL
2017-07-25,122.7,BHARTIARTL
2017-09-30,126.55,BHARTIARTL
2017-10-31,126.55,BHARTIARTL
2018-01-18,126.55,BHARTIARTL
2018-03-31,122.7,BHARTIARTL
2018-04-24,122.7,BHARTIARTL
2018-07-16,126.48,BHARTIARTL
2018-07-26,126.48,BHARTIARTL
2018-09-30,125.29,BHARTIARTL
2018-10-25,125.29,BHARTIARTL
2019-01-31,125.29,BHARTIARTL
2019-03-31,126.48,BHARTIARTL
2019-05-06,126.48,BHARTIARTL
2019-07-22,129.92,BHARTIARTL
2019-08-01,129.92,BHARTIARTL
2019-09-30,127.3,BHARTIARTL
2019-11-14,127.28,BHARTIARTL
2020-02-04,127.28,BHARTIARTL
2020-03-31,131.24,BHARTIARTL
2020-05-18,131.24,BHARTIARTL
2020-07-29,131.98,BHARTIARTL
2020-09-30,101.52,BHARTIARTL
2020-10-27,101.52,BHARTIARTL
2021-02-03,101.52,BHARTIARTL
2021-03-31,132.01,BHARTIARTL
2021-05-17,132.01,BHARTIARTL
2021-08-03,132.01,BHARTIARTL
2021-08-10,100.19,BHARTIARTL
2021-09-30,102.28,BHARTIARTL
2021-11-02,102.28,BHARTIARTL
2022-02-08,102.28,BHARTIARTL
2022-03-31,100.27,BHARTIARTL
2022-05-17,100.27,BHARTIARTL
2022-06-30,115.82,BHARTIARTL
2022-07-22,115.82,BHARTIARTL
2022-08-08,115.82,BHARTIARTL
2022-09-30,123.81,BHARTIARTL
2022-10-31,130.95,BHARTIARTL
2023-02-07,130.93,BHARTIARTL
2023-03-31,113.18,BHARTIARTL
2023-05-16,113.18,BHARTIARTL
2023-06-30,137.87,BHARTIARTL
2023-08-03,137.72,BHARTIARTL
2023-08-04,137.72,BHARTIARTL
2023-09-30,138.83,BHARTIARTL
2023-10-31,137.94,BHARTIARTL
2024-02-05,137.75,BHARTIARTL
2024-03-31,139.19,BHARTIARTL
2024-05-14,139.19,BHARTIARTL
2024-07-30,145.04,BHARTIARTL
2024-08-05,145.04,BHARTIARTL
2024-09-30,153.05,BHARTIARTL
2024-10-28,152.99,BHARTIARTL
2025-02-06,152.91,BHARTIARTL
2009-09-11,35.19,BHEL
2010-03-31,35.19,BHEL
2010-09-09,43.3,BHEL
2011-03-31,43.3,BHEL
2011-08-27,54.9,BHEL
2012-03-31,54.9,BHEL
2012-08-23,69.19,BHEL
2013-03-31,69.19,BHEL
2013-08-21,83.21,BHEL
2014-03-31,83.21,BHEL
2014-08-21,90.35,BHEL
2015-03-31,90.35,BHEL
2015-08-29,93.17,BHEL
2016-03-31,93.17,BHEL
2016-08-25,88.02,BHEL
2017-03-31,88.02,BHEL
2017-08-24,88.22,BHEL
2018-03-31,88.89,BHEL
2018-08-21,88.07,BHEL
2018-10-25,88.07,BHEL
2019-02-05,88.07,BHEL
2019-03-31,87.97,BHEL
2019-08-09,87.97,BHEL
2019-08-23,88.75,BHEL
2019-09-30,86.93,BHEL
2019-11-13,86.93,BHEL
2020-02-11,86.93,BHEL
2020-03-31,88.75,BHEL
2020-06-13,88.75,BHEL
2020-09-07,82.31,BHEL
2020-09-11,82.31,BHEL
2020-09-30,78.06,BHEL
2020-11-06,78.06,BHEL
2021-02-06,78.06,BHEL
2021-03-31,82.31,BHEL
2021-06-11,82.31,BHEL
2021-07-30,82.31,BHEL
2021-08-30,74.62,BHEL
2021-09-30,73.29,BHEL
2021-11-09,73.29,BHEL
2022-01-27,73.29,BHEL
2022-03-31,74.62,BHEL
2022-05-21,74.62,BHEL
2022-08-04,74.62,BHEL
2022-09-08,76.12,BHEL
2022-09-30,75.45,BHEL
2022-11-11,75.45,BHEL
2023-02-10,75.45,BHEL
2023-03-31,76.12,BHEL
2023-05-26,76.12,BHEL
2023-08-03,70.01,BHEL
2023-08-04,70.01,BHEL
2023-09-30,74.91,BHEL
2023-11-08,74.91,BHEL
2024-02-13,74.91,BHEL
2024-03-31,70.01,BHEL
2024-05-21,70.01,BHEL
2024-07-30,70.18,BHEL
2024-07-31,70.18,BHEL
2024-09-30,69.5,BHEL
2024-10-28,69.5,BHEL
2025-01-28,69.5,BHEL
2023-01-25,35.08,BIKAJI
2023-03-31,35.08,BIKAJI
2023-05-23,38.22,BIKAJI
2023-07-28,38.3,BIKAJI
2023-08-01,38.3,BIKAJI
2023-09-30,41.95,BIKAJI
2023-11-06,41.87,BIKAJI
2024-02-02,41.85,BIKAJI
2024-03-31,38.3,BIKAJI
2024-05-23,38.3,BIKAJI
2024-07-24,38.3,BIKAJI
2024-09-06,48.66,BIKAJI
2024-09-30,52.93,BIKAJI
2024-10-24,52.93,BIKAJI
2025-02-06,52.93,BIKAJI
2006-06-27,7.4,BIOCON
2006-06-30,7.4,BIOCON
2006-09-30,7.4,BIOCON
2006-12-31,7.4,BIOCON
2007-03-31,7.4,BIOCON
2007-06-30,8.91,BIOCON
2007-09-30,8.91,BIOCON
2007-12-31,8.91,BIOCON
2008-03-31,8.91,BIOCON
2008-06-28,12.37,BIOCON
2008-06-30,12.37,BIOCON
2008-09-30,12.37,BIOCON
2008-12-31,12.37,BIOCON
2009-03-31,12.78,BIOCON
2009-06-30,12.78,BIOCON
2009-07-06,12.59,BIOCON
2009-09-30,12.59,BIOCON
2009-12-31,12.59,BIOCON
2010-03-31,12.59,BIOCON
2010-07-02,14.65,BIOCON
2010-09-30,14.65,BIOCON
2010-12-31,14.65,BIOCON
2011-03-31,14.65,BIOCON
2011-06-23,16.94,BIOCON
2011-07-21,16.94,BIOCON
2011-10-19,16.94,BIOCON
2012-01-24,16.94,BIOCON
2012-03-31,16.94,BIOCON
2012-04-27,16.94,BIOCON
2012-06-29,18.94,BIOCON
2012-07-25,18.94,BIOCON
2012-10-30,18.94,BIOCON
2013-01-24,18.94,BIOCON
2013-03-31,18.94,BIOCON
2013-04-25,18.94,BIOCON
2013-07-01,22.46,BIOCON
2013-07-25,22.46,BIOCON
2013-10-24,22.46,BIOCON
2014-01-22,22.46,BIOCON
2014-03-31,22.46,BIOCON
2014-06-27,25.22,BIOCON
2014-06-30,25.22,BIOCON
2014-09-30,26.84,BIOCON
2014-12-31,26.84,BIOCON
2015-03-31,25.22,BIOCON
2015-06-26,27.26,BIOCON
2015-06-30,28.32,BIOCON
2015-09-30,30.22,BIOCON
2015-12-31,31.18,BIOCON
2016-03-31,27.26,BIOCON
2016-06-06,33.62,BIOCON
2016-06-30,33.62,BIOCON
2016-09-30,36.84,BIOCON
2016-12-31,36.84,BIOCON
2017-03-31,33.62,BIOCON
2017-06-27,40.31,BIOCON
2017-06-30,40.31,BIOCON
2017-09-30,41.16,BIOCON
2017-10-26,41.16,BIOCON
2018-01-24,41.16,BIOCON
2018-03-31,41.98,BIOCON
2018-04-26,41.98,BIOCON
2018-06-28,43.17,BIOCON
2018-07-26,43.17,BIOCON
2018-09-30,47.53,BIOCON
2018-10-25,47.53,BIOCON
2019-01-24,47.53,BIOCON
2019-03-31,43.17,BIOCON
2019-04-25,43.17,BIOCON
2019-06-29,50.82,BIOCON
2019-07-25,50.82,BIOCON
2019-09-30,53.17,BIOCON
2019-10-23,53.17,BIOCON
2020-01-23,53.17,BIOCON
2020-03-31,53.32,BIOCON
2020-05-14,53.32,BIOCON
2020-07-02,55.88,BIOCON
2020-07-23,55.88,BIOCON
2020-09-30,58.79,BIOCON
2020-10-22,58.79,BIOCON
2021-01-21,58.79,BIOCON
2021-03-31,55.88,BIOCON
2021-04-28,55.88,BIOCON
2021-07-01,63.56,BIOCON
2021-07-22,63.56,BIOCON
2021-09-30,65.7,BIOCON
2021-10-21,65.7,BIOCON
2022-01-20,65.7,BIOCON
2022-03-31,63.56,BIOCON
2022-04-28,63.56,BIOCON
2022-07-06,70.24,BIOCON
2022-07-27,70.24,BIOCON
2022-09-30,80.19,BIOCON
2022-11-14,80.19,BIOCON
2023-02-14,80.19,BIOCON
2023-03-31,70.24,BIOCON
2023-05-23,70.24,BIOCON
2023-07-22,148.82,BIOCON
2023-08-10,148.82,BIOCON
2023-09-30,158.11,BIOCON
2023-11-10,158.11,BIOCON
2024-02-08,158.11,BIOCON
2024-03-31,148.82,BIOCON
2024-05-16,148.82,BIOCON
2024-07-19,164.78,BIOCON
2024-08-08,164.78,BIOCON
2024-09-30,174.86,BIOCON
2024-10-30,174.86,BIOCON
2025-01-30,174.86,BIOCON
2006-09-15,49.95,BIRLACORPN
2007-03-31,49.95,BIRLACORPN
2007-07-05,86.68,BIRLACORPN
2008-03-31,86.68,BIRLACORPN
