Date,NPM,Ticker
2015-06-30,16.74,BAJFINANCE
2015-09-30,16.63,BAJFINANCE
2015-12-31,19.82,BAJFINANCE
2016-03-31,16.44,BAJFINANCE
2016-06-30,18.59,BAJFINANCE
2016-09-30,17.46,BAJFINANCE
2016-12-31,20.67,BAJFINANCE
2017-03-31,16.87,BAJFINANCE
2017-06-30,16.27,BAJFINANCE
2017-09-30,19.6,BAJFINANCE
2017-12-31,20.47,BAJFINANCE
2018-03-31,21.43,BAJFINANCE
2018-06-30,21.24,BAJFINANCE
2018-09-30,21.67,BAJFINANCE
2018-12-31,21.25,BAJFINANCE
2019-03-31,22.21,BAJFINANCE
2019-06-30,20.59,BAJFINANCE
2019-09-30,23.83,BAJFINANCE
2019-12-31,22.99,BAJFINANCE
2020-03-31,13.12,BAJFINANCE
2020-06-30,14.47,BAJFINANCE
2020-09-30,14.81,BAJFINANCE
2020-12-31,17.22,BAJFINANCE
2021-03-31,19.66,BAJFINANCE
2021-06-30,14.87,BAJFINANCE
2021-09-30,19.16,BAJFINANCE
2021-12-31,24.9,BAJFINANCE
2022-03-31,28.05,BAJFINANCE
2022-06-30,27.96,BAJFINANCE
2022-09-30,27.89,BAJFINANCE
2022-12-31,27.56,BAJFINANCE
2023-03-31,27.79,BAJFINANCE
2023-06-30,27.5,BAJFINANCE
2023-09-30,26.53,BAJFINANCE
2023-12-31,25.69,BAJFINANCE
2024-03-31,25.62,BAJFINANCE
2024-06-30,24.3,BAJFINANCE
2024-09-30,23.48,BAJFINANCE
2024-12-31,23.89,BAJFINANCE
2005-03-31,8.38,BALAMINES
2005-06-30,10.09,BALAMINES
2005-09-30,0.85,BALAMINES
2005-12-31,9.42,BALAMINES
2006-03-31,8.15,BALAMINES
2006-06-30,10.6,BALAMINES
2006-09-30,11.33,BALAMINES
2006-12-31,9.66,BALAMINES
2007-03-31,4.89,BALAMINES
2007-06-30,6.26,BALAMINES
2007-09-30,7.23,BALAMINES
2007-12-31,5.34,BALAMINES
2008-03-31,4.99,BALAMINES
2008-06-30,7.05,BALAMINES
2008-09-30,9.33,BALAMINES
2008-12-31,5.64,BALAMINES
2009-03-31,1.1,BALAMINES
2009-06-30,8.53,BALAMINES
2009-09-30,11.6,BALAMINES
2009-12-31,6.61,BALAMINES
2010-03-31,4.93,BALAMINES
2010-06-30,7.88,BALAMINES
2010-09-30,10.95,BALAMINES
2010-12-31,9.02,BALAMINES
2011-03-31,1.91,BALAMINES
2011-06-30,6.29,BALAMINES
2011-09-30,10.2,BALAMINES
2011-12-31,9.56,BALAMINES
2012-03-31,5.54,BALAMINES
2012-06-30,6.86,BALAMINES
2012-09-30,7.05,BALAMINES
2012-12-31,6.57,BALAMINES
2013-03-31,4.03,BALAMINES
2013-06-30,6.07,BALAMINES
2013-09-30,7.29,BALAMINES
2013-12-31,3.05,BALAMINES
2014-03-31,5.3,BALAMINES
2014-06-30,5.66,BALAMINES
2014-09-30,6.87,BALAMINES
2014-12-31,4.37,BALAMINES
2015-03-31,7.94,BALAMINES
2015-06-30,8.03,BALAMINES
2015-09-30,6.82,BALAMINES
2015-12-31,8.2,BALAMINES
2016-03-31,14.02,BALAMINES
2016-06-30,13.81,BALAMINES
2016-09-30,12.62,BALAMINES
2016-12-31,10.8,BALAMINES
2017-03-31,9.05,BALAMINES
2017-06-30,11.37,BALAMINES
2017-09-30,14.49,BALAMINES
2017-12-31,12.67,BALAMINES
2018-03-31,12.99,BALAMINES
2018-06-30,13.01,BALAMINES
2018-09-30,14.32,BALAMINES
2018-12-31,11.0,BALAMINES
2019-03-31,11.48,BALAMINES
2019-06-30,8.29,BALAMINES
2019-09-30,12.65,BALAMINES
2019-12-31,9.09,BALAMINES
2020-03-31,11.46,BALAMINES
2020-06-30,14.17,BALAMINES
2020-09-30,15.65,BALAMINES
2020-12-31,20.12,BALAMINES
2021-03-31,21.45,BALAMINES
2021-06-30,21.61,BALAMINES
2021-09-30,16.75,BALAMINES
2021-12-31,17.98,BALAMINES
2022-03-31,16.77,BALAMINES
2022-06-30,22.09,BALAMINES
2022-09-30,18.9,BALAMINES
2022-12-31,14.3,BALAMINES
2023-03-31,11.71,BALAMINES
2023-06-30,14.6,BALAMINES
2023-09-30,9.56,BALAMINES
2023-12-31,14.55,BALAMINES
2024-03-31,17.51,BALAMINES
2024-06-30,11.84,BALAMINES
2024-09-30,11.95,BALAMINES
2024-12-31,9.96,BALAMINES
2005-03-31,15.98,BALKRISIND
2005-06-30,9.97,BALKRISIND
2005-09-30,11.31,BALKRISIND
2005-12-31,10.17,BALKRISIND
2006-03-31,12.73,BALKRISIND
2006-06-30,9.14,BALKRISIND
2006-09-30,9.1,BALKRISIND
2006-12-31,10.28,BALKRISIND
2007-03-31,10.97,BALKRISIND
2007-06-30,9.3,BALKRISIND
2007-09-30,9.11,BALKRISIND
2007-12-31,13.75,BALKRISIND
2008-03-31,6.78,BALKRISIND
2008-06-30,4.94,BALKRISIND
2008-09-30,8.39,BALKRISIND
2008-12-31,5.34,BALKRISIND
2009-03-31,6.83,BALKRISIND
2009-06-30,17.28,BALKRISIND
2009-09-30,15.0,BALKRISIND
2009-12-31,13.74,BALKRISIND
2010-03-31,14.33,BALKRISIND
2010-06-30,9.7,BALKRISIND
2010-09-30,10.75,BALKRISIND
2010-12-31,7.72,BALKRISIND
2011-03-31,9.15,BALKRISIND
2011-06-30,9.79,BALKRISIND
2011-09-30,9.46,BALKRISIND
2011-12-31,9.28,BALKRISIND
2012-03-31,9.67,BALKRISIND
2012-06-30,8.9,BALKRISIND
2012-09-30,13.97,BALKRISIND
2012-12-31,10.56,BALKRISIND
2013-03-31,10.86,BALKRISIND
2013-06-30,12.56,BALKRISIND
2013-09-30,12.86,BALKRISIND
2013-12-31,14.0,BALKRISIND
2014-03-31,14.87,BALKRISIND
2014-06-30,12.03,BALKRISIND
2014-09-30,10.23,BALKRISIND
2014-12-31,13.53,BALKRISIND
2015-03-31,17.27,BALKRISIND
2015-06-30,11.88,BALKRISIND
2015-09-30,13.13,BALKRISIND
2015-12-31,13.69,BALKRISIND
2016-03-31,15.52,BALKRISIND
2016-06-30,15.82,BALKRISIND
2016-09-30,25.69,BALKRISIND
2016-12-31,20.71,BALKRISIND
2017-03-31,13.77,BALKRISIND
2017-06-30,15.13,BALKRISIND
2017-09-30,18.21,BALKRISIND
2017-12-31,17.13,BALKRISIND
2018-03-31,15.72,BALKRISIND
2018-06-30,16.71,BALKRISIND
2018-09-30,16.04,BALKRISIND
2018-12-31,12.6,BALKRISIND
2019-03-31,13.71,BALKRISIND
2019-06-30,14.75,BALKRISIND
2019-09-30,27.14,BALKRISIND
2019-12-31,19.36,BALKRISIND
2020-03-31,19.29,BALKRISIND
2020-06-30,13.96,BALKRISIND
2020-09-30,21.61,BALKRISIND
2020-12-31,21.54,BALKRISIND
2021-03-31,21.67,BALKRISIND
2021-06-30,18.34,BALKRISIND
2021-09-30,18.87,BALKRISIND
2021-12-31,16.57,BALKRISIND
2022-03-31,15.79,BALKRISIND
2022-06-30,11.72,BALKRISIND
2022-09-30,14.38,BALKRISIND
2022-12-31,5.0,BALKRISIND
2023-03-31,11.21,BALKRISIND
2023-06-30,15.37,BALKRISIND
2023-09-30,15.42,BALKRISIND
2023-12-31,13.43,BALKRISIND
2024-03-31,18.15,BALKRISIND
2024-06-30,18.05,BALKRISIND
2024-09-30,14.34,BALKRISIND
2024-12-31,17.56,BALKRISIND
2005-03-31,26.35,BALRAMCHIN
2005-06-30,18.97,BALRAMCHIN
2005-09-30,12.04,BALRAMCHIN
2005-12-31,13.91,BALRAMCHIN
2006-03-31,23.9,BALRAMCHIN
2006-06-30,16.64,BALRAMCHIN
2006-09-30,8.3,BALRAMCHIN
2006-12-31,5.69,BALRAMCHIN
2007-03-31,5.03,BALRAMCHIN
2007-06-30,-12.95,BALRAMCHIN
2007-09-30,-14.31,BALRAMCHIN
2018-06-30,7.39,BALRAMCHIN
2018-09-30,9.12,BALRAMCHIN
2018-12-31,12.85,BALRAMCHIN
2019-03-31,21.72,BALRAMCHIN
2019-06-30,11.13,BALRAMCHIN
2019-09-30,11.65,BALRAMCHIN
2019-12-31,6.06,BALRAMCHIN
2020-03-31,13.88,BALRAMCHIN
2020-06-30,9.72,BALRAMCHIN
2020-09-30,6.07,BALRAMCHIN
2020-12-31,2.51,BALRAMCHIN
2021-03-31,23.1,BALRAMCHIN
2021-06-30,6.75,BALRAMCHIN
2021-09-30,6.85,BALRAMCHIN
2021-12-31,5.29,BALRAMCHIN
2022-03-31,18.87,BALRAMCHIN
2022-06-30,1.15,BALRAMCHIN
2022-09-30,-2.6,BALRAMCHIN
2022-12-31,4.72,BALRAMCHIN
2023-03-31,17.06,BALRAMCHIN
2023-06-30,5.29,BALRAMCHIN
2023-09-30,10.8,BALRAMCHIN
2023-12-31,7.42,BALRAMCHIN
2024-03-31,14.18,BALRAMCHIN
2024-06-30,4.93,BALRAMCHIN
2024-09-30,5.18,BALRAMCHIN
2024-12-31,5.91,BALRAMCHIN
2016-12-31,26.04,BANDHANBNK
2017-03-31,29.9,BANDHANBNK
2017-06-30,28.31,BANDHANBNK
2017-09-30,29.56,BANDHANBNK
2017-12-31,25.47,BANDHANBNK
2018-03-31,28.72,BANDHANBNK
2018-06-30,30.95,BANDHANBNK
2018-09-30,30.37,BANDHANBNK
2018-12-31,20.08,BANDHANBNK
2019-03-31,35.52,BANDHANBNK
2019-06-30,30.54,BANDHANBNK
2019-09-30,36.12,BANDHANBNK
2019-12-31,26.9,BANDHANBNK
2020-03-31,18.17,BANDHANBNK
2020-06-30,18.22,BANDHANBNK
2020-09-30,28.77,BANDHANBNK
2020-12-31,19.12,BANDHANBNK
2021-03-31,3.43,BANDHANBNK
2021-06-30,10.94,BANDHANBNK
2021-09-30,-94.58,BANDHANBNK
2021-12-31,25.2,BANDHANBNK
2022-03-31,49.14,BANDHANBNK
2022-06-30,21.86,BANDHANBNK
2022-09-30,5.55,BANDHANBNK
2022-12-31,7.63,BANDHANBNK
2023-03-31,18.94,BANDHANBNK
2023-06-30,15.94,BANDHANBNK
2023-09-30,16.05,BANDHANBNK
2023-12-31,15.71,BANDHANBNK
2024-03-31,1.05,BANDHANBNK
2024-06-30,19.21,BANDHANBNK
2024-09-30,17.05,BANDHANBNK
2024-12-31,7.78,BANDHANBNK
2005-03-31,5.73,BANKBARODA
2005-06-30,9.38,BANKBARODA
2005-09-30,15.29,BANKBARODA
2005-12-31,11.4,BANKBARODA
2006-03-31,10.68,BANKBARODA
2006-06-30,8.3,BANKBARODA
2006-09-30,13.52,BANKBARODA
2006-12-31,14.1,BANKBARODA
2007-03-31,9.37,BANKBARODA
2007-06-30,12.72,BANKBARODA
2007-09-30,11.36,BANKBARODA
2007-12-31,16.69,BANKBARODA
2008-03-31,8.3,BANKBARODA
2008-06-30,11.26,BANKBARODA
2008-09-30,11.13,BANKBARODA
2008-12-31,16.12,BANKBARODA
2009-03-31,18.19,BANKBARODA
2009-06-30,17.0,BANKBARODA
2009-09-30,15.34,BANKBARODA
2009-12-31,19.93,BANKBARODA
2010-03-31,19.46,BANKBARODA
2010-06-30,18.18,BANKBARODA
2010-09-30,19.76,BANKBARODA
2010-12-31,18.86,BANKBARODA
2011-03-31,20.43,BANKBARODA
2011-06-30,15.72,BANKBARODA
2011-09-30,16.21,BANKBARODA
2011-12-31,16.94,BANKBARODA
2012-03-31,18.83,BANKBARODA
2012-06-30,13.43,BANKBARODA
2012-09-30,15.03,BANKBARODA
2012-12-31,11.55,BANKBARODA
2013-03-31,11.75,BANKBARODA
2013-06-30,12.45,BANKBARODA
2013-09-30,12.48,BANKBARODA
2013-12-31,10.93,BANKBARODA
2014-03-31,11.37,BANKBARODA
2014-06-30,12.78,BANKBARODA
2014-09-30,10.2,BANKBARODA
2014-12-31,3.12,BANKBARODA
2015-03-31,5.56,BANKBARODA
2015-06-30,9.33,BANKBARODA
2015-09-30,1.12,BANKBARODA
2015-12-31,-31.49,BANKBARODA
2016-03-31,-29.33,BANKBARODA
2016-06-30,4.06,BANKBARODA
2016-09-30,5.27,BANKBARODA
2016-12-31,2.43,BANKBARODA
2017-03-31,1.42,BANKBARODA
2017-06-30,1.93,BANKBARODA
2017-09-30,3.3,BANKBARODA
2017-12-31,0.99,BANKBARODA
2018-03-31,-28.1,BANKBARODA
2018-06-30,5.43,BANKBARODA
2018-09-30,4.9,BANKBARODA
2018-12-31,4.96,BANKBARODA
2019-03-31,-5.67,BANKBARODA
2019-06-30,4.29,BANKBARODA
2019-09-30,4.33,BANKBARODA
2019-12-31,-6.0,BANKBARODA
2020-03-31,2.43,BANKBARODA
2020-06-30,-3.38,BANKBARODA
2020-09-30,9.53,BANKBARODA
2020-12-31,6.52,BANKBARODA
2021-03-31,-4.14,BANKBARODA
2021-06-30,6.7,BANKBARODA
2021-09-30,12.46,BANKBARODA
2021-12-31,13.29,BANKBARODA
2022-03-31,10.75,BANKBARODA
2022-06-30,9.69,BANKBARODA
2022-09-30,15.13,BANKBARODA
2022-12-31,17.54,BANKBARODA
2023-03-31,19.54,BANKBARODA
2023-06-30,15.95,BANKBARODA
2023-09-30,15.13,BANKBARODA
2023-12-31,16.03,BANKBARODA
2024-03-31,16.61,BANKBARODA
2024-06-30,15.3,BANKBARODA
2024-09-30,16.95,BANKBARODA
2024-12-31,16.12,BANKBARODA
2005-03-31,3.32,BANKINDIA
2005-06-30,10.98,BANKINDIA
2005-09-30,7.96,BANKINDIA
2005-12-31,7.95,BANKINDIA
2006-03-31,12.71,BANKINDIA
2006-06-30,10.64,BANKINDIA
2006-09-30,9.79,BANKINDIA
2006-12-31,11.29,BANKINDIA
2007-03-31,17.11,BANKINDIA
2018-06-30,1.54,BANKINDIA
2018-09-30,-11.68,BANKINDIA
2018-12-31,-45.46,BANKINDIA
2019-03-31,2.01,BANKINDIA
2019-06-30,1.49,BANKINDIA
2019-09-30,2.4,BANKINDIA
2019-12-31,1.27,BANKINDIA
2020-03-31,-34.02,BANKINDIA
2020-06-30,8.22,BANKINDIA
2020-09-30,5.0,BANKINDIA
2020-12-31,5.92,BANKINDIA
2021-03-31,0.88,BANKINDIA
2021-06-30,7.85,BANKINDIA
2021-09-30,11.2,BANKINDIA
2021-12-31,10.53,BANKINDIA
2022-03-31,6.93,BANKINDIA
2022-06-30,6.56,BANKINDIA
2022-09-30,7.39,BANKINDIA
2022-12-31,7.15,BANKINDIA
2023-03-31,10.43,BANKINDIA
2023-06-30,10.82,BANKINDIA
2023-09-30,9.95,BANKINDIA
2023-12-31,12.61,BANKINDIA
2024-03-31,9.68,BANKINDIA
2024-06-30,11.09,BANKINDIA
2024-09-30,13.87,BANKINDIA
2024-12-31,14.4,BANKINDIA
2005-03-31,3.12,BASF
2005-06-30,6.97,BASF
2005-09-30,8.89,BASF
2005-12-31,5.49,BASF
2006-03-31,3.43,BASF
2006-06-30,8.33,BASF
2006-09-30,9.32,BASF
2006-12-31,5.9,BASF
2007-03-31,2.28,BASF
2007-06-30,8.42,BASF
2007-09-30,9.44,BASF
2007-12-31,4.94,BASF
2008-03-31,2.24,BASF
2008-06-30,9.5,BASF
2008-09-30,8.04,BASF
2008-12-31,0.2,BASF
2009-03-31,2.64,BASF
2009-06-30,10.69,BASF
2009-09-30,9.23,BASF
2009-12-31,3.85,BASF
2010-03-31,3.0,BASF
2010-06-30,7.36,BASF
2010-09-30,6.93,BASF
2010-12-31,3.37,BASF
2011-03-31,1.78,BASF
2011-06-30,5.19,BASF
2011-09-30,3.56,BASF
2011-12-31,0.78,BASF
2012-03-31,1.04,BASF
2012-06-30,5.55,BASF
2012-09-30,3.39,BASF
2012-12-31,0.18,BASF
2013-03-31,1.62,BASF
2013-06-30,6.39,BASF
2013-09-30,3.81,BASF
2013-12-31,0.11,BASF
2014-03-31,0.61,BASF
2014-06-30,3.59,BASF
2014-09-30,-1.65,BASF
2014-12-31,-5.67,BASF
2015-03-31,-6.78,BASF
2015-06-30,-1.44,BASF
2015-09-30,-7.93,BASF
2015-12-31,-10.55,BASF
2016-03-31,3.95,BASF
2016-06-30,0.59,BASF
2016-09-30,-1.5,BASF
2016-12-31,-5.46,BASF
2017-03-31,3.23,BASF
2017-06-30,0.05,BASF
2017-09-30,4.78,BASF
2017-12-31,0.34,BASF
2018-03-31,3.49,BASF
2018-06-30,1.5,BASF
2018-09-30,0.56,BASF
2018-12-31,-3.13,BASF
2019-03-31,-2.6,BASF
2019-06-30,0.9,BASF
2019-09-30,0.51,BASF
2019-12-31,-0.87,BASF
2020-03-31,2.38,BASF
2020-06-30,-1.75,BASF
2020-09-30,3.49,BASF
2020-12-31,4.59,BASF
2023-12-31,4.21,BASF
2024-03-31,4.8,BASF
2024-06-30,5.31,BASF
2024-09-30,3.01,BASF
2024-12-31,2.75,BASF
2005-03-31,1.07,BATAINDIA
2005-06-30,2.23,BATAINDIA
2005-09-30,2.86,BATAINDIA
2005-12-31,3.51,BATAINDIA
2006-03-31,3.48,BATAINDIA
2006-06-30,3.88,BATAINDIA
2006-09-30,4.5,BATAINDIA
2006-12-31,10.66,BATAINDIA
2007-03-31,4.81,BATAINDIA
2007-06-30,4.7,BATAINDIA
2007-09-30,4.75,BATAINDIA
2007-12-31,9.0,BATAINDIA
2008-03-31,5.04,BATAINDIA
2008-06-30,5.64,BATAINDIA
2008-09-30,5.5,BATAINDIA
2008-12-31,8.24,BATAINDIA
2009-03-31,4.42,BATAINDIA
2009-06-30,5.92,BATAINDIA
2009-09-30,5.04,BATAINDIA
2009-12-31,8.72,BATAINDIA
2010-03-31,5.48,BATAINDIA
2010-06-30,7.38,BATAINDIA
